drugbankid,atccodes,targets,name
DB08906,R03BA09,Progesterone receptor,Fluticasone furoate
DB08906,R03BA09,Mineralocorticoid receptor,Fluticasone furoate
DB08907,A10BD16,Sodium/glucose cotransporter 2,Canagliflozin
DB08907,A10BK02,Sodium/glucose cotransporter 2,Canagliflozin
DB08908,L04AX07,Kelch-like ECH-associated protein 1,Dimethyl fumarate
DB08908,L04AX07,Transcription factor p65,Dimethyl fumarate
DB08910,L04AX06,Protein cereblon,Pomalidomide
DB08910,L04AX06,Tumor necrosis factor,Pomalidomide
DB08910,L04AX06,Prostaglandin G/H synthase 2,Pomalidomide
DB08911,L01XE25,Dual specificity mitogen-activated protein kinase kinase 1,Trametinib
DB08911,L01XE25,Dual specificity mitogen-activated protein kinase kinase 2,Trametinib
DB08912,L01XE23,Serine/threonine-protein kinase B-raf,Dabrafenib
DB08912,L01XE23,RAF proto-oncogene serine/threonine-protein kinase,Dabrafenib
DB08912,L01XE23,Serine/threonine-protein kinase SIK1,Dabrafenib
DB08912,L01XE23,Serine/threonine-protein kinase Nek11,Dabrafenib
DB08912,L01XE23,LIM domain kinase 1,Dabrafenib
DB08916,L01XE13,Epidermal growth factor receptor,Afatinib
DB08916,L01XE13,Receptor tyrosine-protein kinase erbB-2,Afatinib
DB08916,L01XE13,Receptor tyrosine-protein kinase erbB-4,Afatinib
DB08930,J05AX12,Integrase,Dolutegravir
DB08930,J05AR27,Integrase,Dolutegravir
DB08930,J05AR13,Integrase,Dolutegravir
DB08930,J05AR25,Integrase,Dolutegravir
DB08930,J05AR21,Integrase,Dolutegravir
DB08931,C02KX05,Guanylate cyclase soluble subunit alpha-2,Riociguat
DB08932,C02KX04,Endothelin-1 receptor,Macitentan
DB08932,C02KX04,Endothelin B receptor,Macitentan
DB08933,D01AC18,Cytochrome P450 51,Luliconazole
DB08934,J05AP08,RNA-dependent RNA-polymerase,Sofosbuvir
DB08934,J05AP51,RNA-dependent RNA-polymerase,Sofosbuvir
DB08934,J05AP55,RNA-dependent RNA-polymerase,Sofosbuvir
DB08934,J05AP56,RNA-dependent RNA-polymerase,Sofosbuvir
DB08935,L01XC15,B-lymphocyte antigen CD20,Obinutuzumab
DB08936,R06AE04,Histamine H1 receptor,Chlorcyclizine
DB08949,C04AC03,Hydroxycarboxylic acid receptor 3,Inositol nicotinate
DB08949,C04AC03,Hydroxycarboxylic acid receptor 2,Inositol nicotinate
DB08950,C02CA02,Alpha-1A adrenergic receptor,Indoramin
DB08954,C04AX28,"Glutamate receptor ionotropic, NMDA 2B",Ifenprodil
DB08954,C04AX28,"Glutamate receptor ionotropic, NMDA 1",Ifenprodil
DB08954,C04AX28,G protein-activated inward rectifier potassium channel 1,Ifenprodil
DB08954,C04AX28,G protein-activated inward rectifier potassium channel 2,Ifenprodil
DB08954,C04AX28,G protein-activated inward rectifier potassium channel 4,Ifenprodil
DB08964,G02AD03,Prostaglandin E2 receptor EP2 subtype,Gemeprost
DB08964,G02AD03,Prostaglandin E2 receptor EP3 subtype,Gemeprost
DB08995,C05CA03,Aryl hydrocarbon receptor,Diosmin
DB08995,C05CA53,Aryl hydrocarbon receptor,Diosmin
DB08996,N06AA18,Acetylcholinesterase,Dimetacrine
DB09013,S01ED06,Beta-1 adrenergic receptor,Befunolol
DB09013,S01ED06,Beta-2 adrenergic receptor,Befunolol
DB09014,N05BB02,5-hydroxytryptamine receptor 2C,Captodiame
DB09014,N05BB02,Sigma non-opioid intracellular receptor 1,Captodiame
DB09014,N05BB02,Dopamine D3 receptor,Captodiame
DB09016,N06AA15,Sodium-dependent serotonin transporter,Butriptyline
DB09016,N06AA15,Histamine H1 receptor,Butriptyline
DB09016,N06AA15,5-hydroxytryptamine receptor 2A,Butriptyline
DB09017,N05CD09,GABA(A) Receptor,Brotizolam
DB09017,N05CD09,GABA(A) Receptor Benzodiazepine Binding Site,Brotizolam
DB09018,A03FA04,Dopamine D2 receptor,Bromopride
DB09019,R05CB02,Transmembrane protease serine 2,Bromhexine
DB09019,R05CB02,Angiotensin-converting enzyme 2,Bromhexine
DB09020,A06AB52,Aquaporin-3,Bisacodyl
DB09020,A06AB52,Sodium/Potassium Transporting ATPase subunits,Bisacodyl
DB09020,A06AB02,Aquaporin-3,Bisacodyl
DB09020,A06AB02,Sodium/Potassium Transporting ATPase subunits,Bisacodyl
DB09020,A06AG02,Aquaporin-3,Bisacodyl
DB09020,A06AG02,Sodium/Potassium Transporting ATPase subunits,Bisacodyl
DB09026,C09XA54,Renin,Aliskiren
DB09026,C09XA53,Renin,Aliskiren
DB09026,C09DX02,Renin,Aliskiren
DB09026,C09XA02,Renin,Aliskiren
DB09026,C09XA52,Renin,Aliskiren
DB01258,C09XA54,Renin,Aliskiren
DB01258,C09XA53,Renin,Aliskiren
DB01258,C09DX02,Renin,Aliskiren
DB01258,C09XA02,Renin,Aliskiren
DB01258,C09XA52,Renin,Aliskiren
DB09027,J05AP51,Nonstructural protein 5A,Ledipasvir
DB09028,N07BA04,Neuronal acetylcholine receptor subunit alpha-4,Cytisine
DB09028,N07BA04,Neuronal acetylcholine receptor subunit alpha-7,Cytisine
DB09028,N07BA04,Neuronal acetylcholine receptor subunit alpha-3,Cytisine
DB09028,N07BA04,Neuronal acetylcholine receptor subunit alpha-6,Cytisine
DB09028,N07BA04,Neuronal acetylcholine receptor subunit beta-2,Cytisine
DB09029,L04AC10,Interleukin-17A,Secukinumab
DB09030,B01AC26,Proteinase-activated receptor 1,Vorapaxar
DB05692,B01AC26,Proteinase-activated receptor 1,Vorapaxar
DB09031,P01CX04,P-glycoprotein 1,Miltefosine
DB09033,L04AA33,Integrin alpha-4,Vedolizumab
DB09033,L04AA33,Integrin beta-7,Vedolizumab
DB05802,L04AA33,Integrin alpha-4,Vedolizumab
DB05802,L04AA33,Integrin beta-7,Vedolizumab
DB09034,N05CM19,Orexin receptor type 1,Suvorexant
DB09034,N05CM19,Orexin receptor type 2,Suvorexant
DB09035,L01XC17,Programmed cell death protein 1,Nivolumab
DB06132,L01XC17,Programmed cell death protein 1,Nivolumab
DB09036,L04AC11,Interleukin-6,Siltuximab
DB09037,L01XC18,Programmed cell death protein 1,Pembrolizumab
DB09038,A10BD19,Sodium/glucose cotransporter 2,Empagliflozin
DB09038,A10BD20,Sodium/glucose cotransporter 2,Empagliflozin
DB09038,A10BK03,Sodium/glucose cotransporter 2,Empagliflozin
DB09039,A16AX10,Ceramide glucosyltransferase,Eliglustat
DB05715,A16AX10,Ceramide glucosyltransferase,Eliglustat
DB09040,D01AC19,Lanosterol 14-alpha demethylase,Efinaconazole
DB09041,D01AE24,Cytosolic leucyl-tRNA synthetase,Tavaborole
DB05058,D01AE24,Cytosolic leucyl-tRNA synthetase,Tavaborole
DB09043,A10BJ04,Glucagon-like peptide 1 receptor,Albiglutide
DB05162,A10BJ04,Glucagon-like peptide 1 receptor,Albiglutide
DB09045,A10BJ05,Glucagon-like peptide 1 receptor,Dulaglutide
DB09046,A16AA07,Leptin receptor,Metreleptin
DB09049,A06AH03,Mu-type opioid receptor,Naloxegol
DB09052,L01XC19,B-lymphocyte antigen CD19,Blinatumomab
DB09052,L01XC19,T-cell surface glycoprotein CD3 delta chain,Blinatumomab
DB09053,L01XE27,Tyrosine-protein kinase BTK,Ibrutinib
DB09054,L01XX47,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Idelalisib
DB09059,G02CX01,Oxytocin receptor,Atosiban
DB09059,G02CX01,Vasopressin V1a receptor,Atosiban
DB09059,G02CX01,Vasopressin V1b receptor,Atosiban
DB09059,G02CX01,Vasopressin V2 receptor,Atosiban
DB09061,N03AX24,Cannabinoid receptor 1,Cannabidiol
DB09061,N03AX24,Cannabinoid receptor 2,Cannabidiol
DB09061,N03AX24,G-protein coupled receptor 12,Cannabidiol
DB09061,N03AX24,Glycine receptor subunit alpha-1,Cannabidiol
DB09061,N03AX24,Glycine receptor (alpha-1/beta),Cannabidiol
DB09061,N03AX24,Glycine receptor subunit alpha-3,Cannabidiol
DB09061,N03AX24,N-arachidonyl glycine receptor,Cannabidiol
DB09061,N03AX24,G-protein coupled receptor 55,Cannabidiol
DB09061,N03AX24,5-hydroxytryptamine receptor 1A,Cannabidiol
DB09061,N03AX24,5-hydroxytryptamine receptor 2A,Cannabidiol
DB09061,N03AX24,Neuronal acetylcholine receptor subunit alpha-7,Cannabidiol
DB09061,N03AX24,Delta-type opioid receptor,Cannabidiol
DB09061,N03AX24,Mu-type opioid receptor,Cannabidiol
DB09061,N03AX24,Peroxisome proliferator-activated receptor gamma,Cannabidiol
DB09061,N03AX24,Transient receptor potential cation channel subfamily V member 1,Cannabidiol
DB09061,N03AX24,Voltage-dependent T-type calcium channel subunit alpha-1G,Cannabidiol
DB09061,N03AX24,Voltage-dependent T-type calcium channel subunit alpha-1H,Cannabidiol
DB09061,N03AX24,Voltage-dependent T-type calcium channel subunit alpha-1I,Cannabidiol
DB09061,N03AX24,Transient receptor potential cation channel subfamily A member 1,Cannabidiol
DB09061,N03AX24,Transient receptor potential cation channel subfamily M member 8,Cannabidiol
DB09061,N03AX24,Transient receptor potential cation channel subfamily V member 2,Cannabidiol
DB09061,N03AX24,Transient receptor potential cation channel subfamily V member 3,Cannabidiol
DB09061,N03AX24,Transient receptor potential cation channel subfamily V member 4,Cannabidiol
DB09061,N03AX24,Voltage-dependent anion-selective channel protein 1,Cannabidiol
DB09061,N03AX24,5-hydroxytryptamine receptor 3A,Cannabidiol
DB09061,N03AX24,Adenosine receptor A1,Cannabidiol
DB09061,N03AX24,Prostaglandin G/H synthase 1,Cannabidiol
DB09061,N03AX24,Prostaglandin G/H synthase 2,Cannabidiol
DB09061,N03AX24,"Acetyl-CoA acetyltransferase, mitochondrial",Cannabidiol
DB09061,N03AX24,"Steroid 17-alpha-hydroxylase/17,20 lyase",Cannabidiol
DB09061,N03AX24,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Cannabidiol
DB09061,N03AX24,"Glutathione reductase, mitochondrial",Cannabidiol
DB09061,N03AX24,Glutathione peroxidase 1,Cannabidiol
DB09061,N03AX24,"Indoleamine 2,3-dioxygenase 1",Cannabidiol
DB09061,N03AX24,Cytochrome P450 1B1,Cannabidiol
DB09061,N03AX24,NAD(P)H dehydrogenase [quinone] 1,Cannabidiol
DB09061,N03AX24,Catalase,Cannabidiol
DB09061,N03AX24,Cytochrome P450 3A5,Cannabidiol
DB09061,N03AX24,Cytochrome P450 2D6,Cannabidiol
DB09061,N03AX24,Superoxide dismutase [Cu-Zn],Cannabidiol
DB09061,N03AX24,Cytochrome P450 1A2,Cannabidiol
DB09061,N03AX24,Cytochrome P450 3A7,Cannabidiol
DB09061,N03AX24,Arylalkylamine N-acetyltransferase,Cannabidiol
DB09061,N03AX24,N-acylethanolamine-hydrolyzing acid amidase,Cannabidiol
DB09063,L01XE28,ALK tyrosine kinase receptor,Ceritinib
DB09064,C10AB08,Peroxisome proliferator-activated receptor alpha,Ciprofibrate
DB09066,G03GA09,Follicle-stimulating hormone receptor,Corifollitropin alfa
DB09068,N06AX26,Sodium-dependent serotonin transporter,Vortioxetine
DB09068,N06AX26,5-hydroxytryptamine receptor 3A,Vortioxetine
DB09068,N06AX26,5-hydroxytryptamine receptor 7,Vortioxetine
DB09068,N06AX26,5-hydroxytryptamine receptor 1B,Vortioxetine
DB09068,N06AX26,5-hydroxytryptamine receptor 1A,Vortioxetine
DB09068,N06AX26,Beta-1 adrenergic receptor,Vortioxetine
DB09068,N06AX26,Sodium-dependent noradrenaline transporter,Vortioxetine
DB05700,N06AX26,Sodium-dependent serotonin transporter,Vortioxetine
DB05700,N06AX26,5-hydroxytryptamine receptor 3A,Vortioxetine
DB05700,N06AX26,5-hydroxytryptamine receptor 7,Vortioxetine
DB05700,N06AX26,5-hydroxytryptamine receptor 1B,Vortioxetine
DB05700,N06AX26,5-hydroxytryptamine receptor 1A,Vortioxetine
DB05700,N06AX26,Beta-1 adrenergic receptor,Vortioxetine
DB05700,N06AX26,Sodium-dependent noradrenaline transporter,Vortioxetine
DB09069,C01EB15,"3-ketoacyl-CoA thiolase, mitochondrial",Trimetazidine
DB09070,G03CX01,Estrogen receptor alpha,Tibolone
DB09071,N05CH03,Melatonin receptor type 1A,Tasimelteon
DB09071,N05CH03,Melatonin receptor type 1B,Tasimelteon
DB05359,N05CH03,Melatonin receptor type 1A,Tasimelteon
DB05359,N05CH03,Melatonin receptor type 1B,Tasimelteon
DB09073,L01XE33,Cyclin-dependent kinase 4,Palbociclib
DB09073,L01XE33,Cyclin-dependent kinase 6,Palbociclib
DB09074,L01XX46,Poly [ADP-ribose] polymerase 1,Olaparib
DB09074,L01XX46,Poly [ADP-ribose] polymerase 2,Olaparib
DB09074,L01XX46,Poly [ADP-ribose] polymerase 3,Olaparib
DB05940,L01XX46,Poly [ADP-ribose] polymerase 1,Olaparib
DB05940,L01XX46,Poly [ADP-ribose] polymerase 2,Olaparib
DB05940,L01XX46,Poly [ADP-ribose] polymerase 3,Olaparib
DB09075,B01AF03,Coagulation factor X,Edoxaban
DB09076,R03AL08,Muscarinic acetylcholine receptor M1,Umeclidinium
DB09076,R03AL08,Muscarinic acetylcholine receptor M2,Umeclidinium
DB09076,R03AL08,Muscarinic acetylcholine receptor M3,Umeclidinium
DB09076,R03AL08,Muscarinic acetylcholine receptor M4,Umeclidinium
DB09076,R03AL08,Muscarinic acetylcholine receptor M5,Umeclidinium
DB09076,R03AL03,Muscarinic acetylcholine receptor M1,Umeclidinium
DB09076,R03AL03,Muscarinic acetylcholine receptor M2,Umeclidinium
DB09076,R03AL03,Muscarinic acetylcholine receptor M3,Umeclidinium
DB09076,R03AL03,Muscarinic acetylcholine receptor M4,Umeclidinium
DB09076,R03AL03,Muscarinic acetylcholine receptor M5,Umeclidinium
DB09076,R03BB07,Muscarinic acetylcholine receptor M1,Umeclidinium
DB09076,R03BB07,Muscarinic acetylcholine receptor M2,Umeclidinium
DB09076,R03BB07,Muscarinic acetylcholine receptor M3,Umeclidinium
DB09076,R03BB07,Muscarinic acetylcholine receptor M4,Umeclidinium
DB09076,R03BB07,Muscarinic acetylcholine receptor M5,Umeclidinium
DB09077,L01XC16,GD2 disialoganglioside,Dinutuximab
DB09078,L01XE29,Vascular endothelial growth factor receptor 1,Lenvatinib
DB09078,L01XE29,Vascular endothelial growth factor receptor 2,Lenvatinib
DB09078,L01XE29,Vascular endothelial growth factor receptor 3,Lenvatinib
DB09078,L01XE29,Fibroblast growth factor receptor 1,Lenvatinib
DB09078,L01XE29,Fibroblast growth factor receptor 2,Lenvatinib
DB09078,L01XE29,Fibroblast growth factor receptor 3,Lenvatinib
DB09078,L01XE29,Fibroblast growth factor receptor 4,Lenvatinib
DB09078,L01XE29,Platelet-derived growth factor receptor alpha,Lenvatinib
DB09078,L01XE29,Proto-oncogene tyrosine-protein kinase receptor Ret,Lenvatinib
DB09078,L01XE29,Mast/stem cell growth factor receptor Kit,Lenvatinib
DB09079,L01XE31,Vascular endothelial growth factor receptor 1,Nintedanib
DB09079,L01XE31,Vascular endothelial growth factor receptor 2,Nintedanib
DB09079,L01XE31,Vascular endothelial growth factor receptor 3,Nintedanib
DB09079,L01XE31,Platelet-derived growth factor receptor alpha,Nintedanib
DB09079,L01XE31,Platelet-derived growth factor receptor beta,Nintedanib
DB09079,L01XE31,Fibroblast growth factor receptor 1,Nintedanib
DB09079,L01XE31,Fibroblast growth factor receptor 2,Nintedanib
DB09079,L01XE31,Fibroblast growth factor receptor 3,Nintedanib
DB09079,L01XE31,Receptor-type tyrosine-protein kinase FLT3,Nintedanib
DB09079,L01XE31,Tyrosine-protein kinase Lck,Nintedanib
DB09079,L01XE31,Tyrosine-protein kinase Lyn,Nintedanib
DB09079,L01XE31,Proto-oncogene tyrosine-protein kinase Src,Nintedanib
DB09080,R03AL06,Beta-2 adrenergic receptor,Olodaterol
DB09080,R03AC19,Beta-2 adrenergic receptor,Olodaterol
DB09082,R03AL08,Beta-2 adrenergic receptor,Vilanterol
DB09082,R03AK10,Beta-2 adrenergic receptor,Vilanterol
DB09082,R03AL03,Beta-2 adrenergic receptor,Vilanterol
DB06577,R03AL08,Beta-2 adrenergic receptor,Vilanterol
DB06577,R03AK10,Beta-2 adrenergic receptor,Vilanterol
DB06577,R03AL03,Beta-2 adrenergic receptor,Vilanterol
DB09083,C01EB17,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Ivabradine
DB09083,C07FX05,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Ivabradine
DB09083,C07FX06,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Ivabradine
DB09085,C05AD02,Ryanodine receptor 1,Tetracaine
DB09085,C05AD02,Ryanodine receptor 2,Tetracaine
DB09085,C05AD02,Voltage-gated sodium channel alpha subunit,Tetracaine
DB09085,N01BA03,Ryanodine receptor 1,Tetracaine
DB09085,N01BA03,Ryanodine receptor 2,Tetracaine
DB09085,N01BA03,Voltage-gated sodium channel alpha subunit,Tetracaine
DB09085,D04AB06,Ryanodine receptor 1,Tetracaine
DB09085,D04AB06,Ryanodine receptor 2,Tetracaine
DB09085,D04AB06,Voltage-gated sodium channel alpha subunit,Tetracaine
DB09085,N01BA53,Ryanodine receptor 1,Tetracaine
DB09085,N01BA53,Ryanodine receptor 2,Tetracaine
DB09085,N01BA53,Voltage-gated sodium channel alpha subunit,Tetracaine
DB09085,S01HA03,Ryanodine receptor 1,Tetracaine
DB09085,S01HA03,Ryanodine receptor 2,Tetracaine
DB09085,S01HA03,Voltage-gated sodium channel alpha subunit,Tetracaine
DB09089,A03AA05,Mu-type opioid receptor,Trimebutine
DB09089,A03AA05,Voltage-dependent L-type calcium channel,Trimebutine
DB09089,A03AA05,Calcium-activated potassium channel,Trimebutine
DB09089,A03AA05,Voltage-dependent T-type calcium channel,Trimebutine
DB09089,A03AA05,Muscarinic acetylcholine receptor M1,Trimebutine
DB09089,A03AA05,Muscarinic acetylcholine receptor M2,Trimebutine
DB09089,A03AA05,Muscarinic acetylcholine receptor M3,Trimebutine
DB09089,A03AA05,Muscarinic acetylcholine receptor M4,Trimebutine
DB09090,A03AX04,Voltage-dependent L-type calcium channel subunit alpha-1S,Pinaverium
DB09091,R01AD57,Glucocorticoid receptor,Tixocortol
DB09091,R01AD57,Histone deacetylase 2,Tixocortol
DB09091,R01AD07,Glucocorticoid receptor,Tixocortol
DB09091,R01AD07,Histone deacetylase 2,Tixocortol
DB09091,A07EA05,Glucocorticoid receptor,Tixocortol
DB09091,A07EA05,Histone deacetylase 2,Tixocortol
DB09092,C04AD02,60S ribosomal protein L3,Xanthinol
DB09092,C04AD02,"NAD(P) transhydrogenase, mitochondrial",Xanthinol
DB09092,C04AD02,Glyceraldehyde-3-phosphate dehydrogenase,Xanthinol
DB09092,C04AD02,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",Xanthinol
DB09092,C04AD02,"2-oxoglutarate dehydrogenase, mitochondrial",Xanthinol
DB09092,C04AD02,"Malate dehydrogenase, mitochondrial",Xanthinol
DB09093,D06AA02,16S ribosomal RNA,Chlortetracycline
DB09093,D06AA02,30S ribosomal protein S3,Chlortetracycline
DB09093,D06AA02,30S ribosomal protein S8,Chlortetracycline
DB09093,D06AA02,30S ribosomal protein S19,Chlortetracycline
DB09093,D06AA02,30S ribosomal protein S14,Chlortetracycline
DB09093,D06AA02,30S ribosomal protein S7,Chlortetracycline
DB09093,S01AA02,16S ribosomal RNA,Chlortetracycline
DB09093,S01AA02,30S ribosomal protein S3,Chlortetracycline
DB09093,S01AA02,30S ribosomal protein S8,Chlortetracycline
DB09093,S01AA02,30S ribosomal protein S19,Chlortetracycline
DB09093,S01AA02,30S ribosomal protein S14,Chlortetracycline
DB09093,S01AA02,30S ribosomal protein S7,Chlortetracycline
DB09093,J01AA03,16S ribosomal RNA,Chlortetracycline
DB09093,J01AA03,30S ribosomal protein S3,Chlortetracycline
DB09093,J01AA03,30S ribosomal protein S8,Chlortetracycline
DB09093,J01AA03,30S ribosomal protein S19,Chlortetracycline
DB09093,J01AA03,30S ribosomal protein S14,Chlortetracycline
DB09093,J01AA03,30S ribosomal protein S7,Chlortetracycline
DB09093,J01AA20,16S ribosomal RNA,Chlortetracycline
DB09093,J01AA20,30S ribosomal protein S3,Chlortetracycline
DB09093,J01AA20,30S ribosomal protein S8,Chlortetracycline
DB09093,J01AA20,30S ribosomal protein S19,Chlortetracycline
DB09093,J01AA20,30S ribosomal protein S14,Chlortetracycline
DB09093,J01AA20,30S ribosomal protein S7,Chlortetracycline
DB09093,A01AB21,16S ribosomal RNA,Chlortetracycline
DB09093,A01AB21,30S ribosomal protein S3,Chlortetracycline
DB09093,A01AB21,30S ribosomal protein S8,Chlortetracycline
DB09093,A01AB21,30S ribosomal protein S19,Chlortetracycline
DB09093,A01AB21,30S ribosomal protein S14,Chlortetracycline
DB09093,A01AB21,30S ribosomal protein S7,Chlortetracycline
DB09095,D07AC06,Annexin A3,Difluocortolone
DB09095,D07AC06,Glucocorticoid receptor,Difluocortolone
DB09095,D07XC04,Annexin A3,Difluocortolone
DB09095,D07XC04,Glucocorticoid receptor,Difluocortolone
DB09095,D07BC04,Annexin A3,Difluocortolone
DB09095,D07BC04,Glucocorticoid receptor,Difluocortolone
DB09096,D10AE01,Catalase,Benzoyl peroxide
DB09096,D10AE01,Glutathione peroxidase,Benzoyl peroxide
DB09096,D10AE01,Arginine decarboxylase,Benzoyl peroxide
DB09096,D10AE01,Protein kinase C,Benzoyl peroxide
DB09096,D10AE01,Superoxide Dismutases,Benzoyl peroxide
DB09096,D10AE51,Catalase,Benzoyl peroxide
DB09096,D10AE51,Glutathione peroxidase,Benzoyl peroxide
DB09096,D10AE51,Arginine decarboxylase,Benzoyl peroxide
DB09096,D10AE51,Protein kinase C,Benzoyl peroxide
DB09096,D10AE51,Superoxide Dismutases,Benzoyl peroxide
DB09097,G02CB04,Dopamine D2 receptor,Quinagolide
DB09097,G02CB04,D(1) dopamine receptor,Quinagolide
DB09098,H01AC02,Growth hormone receptor,Somatrem
DB09098,H01AC02,Insulin-like growth factor 1 receptor,Somatrem
DB09099,H01CB01,Somatostatin receptor type 1,Somatostatin
DB09099,H01CB01,Somatostatin receptor type 2,Somatostatin
DB09099,H01CB01,Somatostatin receptor type 3,Somatostatin
DB09099,H01CB01,Somatostatin receptor type 4,Somatostatin
DB09099,H01CB01,Somatostatin receptor type 5,Somatostatin
DB09101,J05AR09,Integrase,Elvitegravir
DB09101,J05AX11,Integrase,Elvitegravir
DB09101,J05AR18,Integrase,Elvitegravir
DB05618,J05AR09,Integrase,Elvitegravir
DB05618,J05AX11,Integrase,Elvitegravir
DB05618,J05AR18,Integrase,Elvitegravir
DB09102,J05AP58,Nonstructural protein 5A,Daclatasvir
DB09102,J05AP07,Nonstructural protein 5A,Daclatasvir
DB09103,L03AA12,Mast/stem cell growth factor receptor Kit,Ancestim
DB09105,A16AB13,Pyrophosphate,Asfotase alfa
DB09107,B03XA03,Erythropoietin receptor,Methoxy polyethylene glycol-epoetin beta
DB06279,B03XA03,Erythropoietin receptor,Methoxy polyethylene glycol-epoetin beta
DB09112,V03AB08,Hemoglobin subunit alpha,Nitrous acid
DB09112,V03AB08,Hemoglobin subunit beta,Nitrous acid
DB09112,V03AB08,Myoglobin,Nitrous acid
DB09116,N07BB02,Aldehyde dehydrogenase family 3 member B2,Calcium carbimide
DB09118,N03AX17,GABA(A) Receptor,Stiripentol
DB09118,N03AX17,L-lactate dehydrogenase A chain,Stiripentol
DB09118,N03AX17,L-lactate dehydrogenase B chain,Stiripentol
DB09120,M02AB02,Transient receptor potential cation channel subfamily V member 1,Zucapsaicin
DB09121,M01CB04,Adenylate cyclase type 1,Aurothioglucose
DB09121,M01CB04,Adenylate cyclase type 2,Aurothioglucose
DB09121,M01CB04,Adenylate cyclase type 5,Aurothioglucose
DB09122,L03AB13,Interferon alpha/beta receptor 1,Peginterferon beta-1a
DB09123,G03AB08,Progesterone receptor,Dienogest
DB09123,G03AB08,Androgen receptor,Dienogest
DB09123,G03DB08,Progesterone receptor,Dienogest
DB09123,G03DB08,Androgen receptor,Dienogest
DB09123,G03FA15,Progesterone receptor,Dienogest
DB09123,G03FA15,Androgen receptor,Dienogest
DB09123,G03AA16,Progesterone receptor,Dienogest
DB09123,G03AA16,Androgen receptor,Dienogest
DB09124,G03DB03,Progesterone receptor,Medrogestone
DB09124,G03FB07,Progesterone receptor,Medrogestone
DB09126,G03GA01,Lutropin-choriogonadotropic hormone receptor,Chorionic Gonadotropin (Human)
DB09128,N05AX16,5-hydroxytryptamine receptor 1A,Brexpiprazole
DB09128,N05AX16,Dopamine D2 receptor,Brexpiprazole
DB09128,N05AX16,5-hydroxytryptamine receptor 2A,Brexpiprazole
DB09128,N05AX16,Alpha-2C adrenergic receptor,Brexpiprazole
DB09128,N05AX16,Alpha-1B adrenergic receptor,Brexpiprazole
DB09140,V03AN01,Cytochrome c oxidase subunit 1,Oxygen
DB09140,V03AN01,NADPH oxidase 1,Oxygen
DB09143,L01XX48,Smoothened homolog,Sonidegib
DB09148,V09AX06,Amyloid beta A4 protein,Florbetaben (18F)
DB09149,V09AX05,Amyloid beta A4 protein,Florbetapir (18F)
DB09151,V09AX04,Amyloid beta A4 protein,Flutemetamol (18F)
DB09165,V09BA03,Hydroxyapatite,Technetium Tc-99m pyrophosphate
DB09165,V09BA03,Amorphous calcium phosphate,Technetium Tc-99m pyrophosphate
DB09417,V09BA03,Hydroxyapatite,Technetium Tc-99m pyrophosphate
DB09417,V09BA03,Amorphous calcium phosphate,Technetium Tc-99m pyrophosphate
DB09166,N05BA19,Platelet-activating factor receptor,Etizolam
DB09166,N05BA19,GABA(A) Receptor,Etizolam
DB09166,N05BA19,GABA(A) Receptor Benzodiazepine Binding Site,Etizolam
DB09167,N06AA16,5-hydroxytryptamine receptor 1A,Dosulepin
DB09167,N06AA16,5-hydroxytryptamine receptor 2A,Dosulepin
DB09167,N06AA16,Histamine H1 receptor,Dosulepin
DB09167,N06AA16,Muscarinic acetylcholine receptor M1,Dosulepin
DB09167,N06AA16,Muscarinic acetylcholine receptor M2,Dosulepin
DB09167,N06AA16,Muscarinic acetylcholine receptor M3,Dosulepin
DB09167,N06AA16,Muscarinic acetylcholine receptor M4,Dosulepin
DB09167,N06AA16,Muscarinic acetylcholine receptor M5,Dosulepin
DB09167,N06AA16,Alpha-2 adrenergic receptors,Dosulepin
DB09167,N06AA16,Alpha-1 adrenergic receptors,Dosulepin
DB09167,N06AA16,Sodium-dependent noradrenaline transporter,Dosulepin
DB09167,N06AA16,Sodium-dependent serotonin transporter,Dosulepin
DB09183,J05AP09,Nonstructural protein 5B (NS5B),Dasabuvir
DB09183,J05AP52,Nonstructural protein 5B (NS5B),Dasabuvir
DB09185,N06AX09,Sodium-dependent noradrenaline transporter,Viloxazine
DB09194,N06AB09,Alpha-1 adrenergic receptors,Etoperidone
DB09194,N06AB09,Alpha-2 adrenergic receptors,Etoperidone
DB09194,N06AB09,Dopamine D2 receptor,Etoperidone
DB09194,N06AB09,Muscarinic acetylcholine receptor,Etoperidone
DB09194,N06AB09,5-hydroxytryptamine receptor 2A,Etoperidone
DB09194,N06AB09,5-hydroxytryptamine receptor 2C,Etoperidone
DB09203,S01GA06,Alpha-1 adrenergic receptors,Synephrine
DB09203,S01GA56,Alpha-1 adrenergic receptors,Synephrine
DB09203,C01CA08,Alpha-1 adrenergic receptors,Synephrine
DB09205,C04AX10,Alpha adrenergic receptor,Moxisylyte
DB09205,G04BE06,Alpha adrenergic receptor,Moxisylyte
DB09208,M04AX02,Uric acid,Pegloticase
DB09209,R05DA08,Mu-type opioid receptor,Pholcodine
