atccode,target
G03XC03,Estrogen receptor beta
G03XC03,Cannabinoid receptor 2
A10BD13,Dipeptidyl peptidase 4
A10BD09,Dipeptidyl peptidase 4
A10BH04,Dipeptidyl peptidase 4
N02AX06,Mu-type opioid receptor
N02AX06,Sodium-dependent noradrenaline transporter
N02AX06,Kappa-type opioid receptor
N02AX06,Delta-type opioid receptor
N02AX06,5-hydroxytryptamine receptor 3A
N02AX06,Sodium-dependent serotonin transporter
G04CA04,Alpha-1A adrenergic receptor
G04CA04,Alpha-1D adrenergic receptor
G04CA04,Alpha-1B adrenergic receptor
G04CA04,HERG human cardiac K+ channel
B01AC22,P2Y purinoceptor 12
B02BX05,Thrombopoietin receptor
J01DH04,Penicillin-binding protein 1A
J01DH04,Penicillin-binding protein 1B
J01DH04,Penicillin-binding protein 2
J01DH04,Penicillin-binding protein 3
J01DH04,Penicillin-binding protein 4
C03XA01,Vasopressin V2 receptor
C03XA01,Vasopressin V1a receptor
C01EB21,Adenosine receptor A2a
N05AH05,5-hydroxytryptamine receptor 1A
N05AH05,5-hydroxytryptamine receptor 1B
N05AH05,5-hydroxytryptamine receptor 2A
N05AH05,5-hydroxytryptamine receptor 2B
N05AH05,5-hydroxytryptamine receptor 2C
N05AH05,5-hydroxytryptamine receptor 5A
N05AH05,5-hydroxytryptamine receptor 6
N05AH05,5-hydroxytryptamine receptor 7
N05AH05,Dopamine D2 receptor
N05AH05,Dopamine D3 receptor
N05AH05,Dopamine D4 receptor
N05AH05,Dopamine D1 receptor
N05AH05,Alpha-1A adrenergic receptor
N05AH05,Alpha-2A adrenergic receptor
N05AH05,Alpha-2B adrenergic receptor
N05AH05,Alpha-2C adrenergic receptor
N05AH05,Histamine H1 receptor
N05AH05,Histamine H2 receptor
N05AH05,Beta-1 adrenergic receptor
N05AH05,Beta-2 adrenergic receptor
C01BG11,Sodium channel protein type 5 subunit alpha
C01BG11,Potassium voltage-gated channel subfamily A member 5
C01BG11,Potassium voltage-gated channel subfamily D member 3
C01BG11,Potassium voltage-gated channel subfamily H member 2
N03AX18,Sodium channel protein type 9 subunit alpha
N03AX18,Sodium channel protein type 3 subunit alpha
N03AX18,Sodium channel protein type 10 subunit alpha
J01XA04,D-Ala-D-Ala moiety of NAM/NAG peptide subunits of peptidoglycan
B01AF01,Coagulation factor X
N07BB05,Mu-type opioid receptor
N07BB05,Kappa-type opioid receptor
N07BB05,Delta-type opioid receptor
L01XE19,Serine/threonine-protein kinase mTOR
J05AX10,Serine/threonine protein kinase UL97
G04BE10,"cGMP-specific 3',5'-cyclic phosphodiesterase"
P01CX03,Ornithine decarboxylase
D11AX16,Ornithine decarboxylase
C01CA27,Alpha-1A adrenergic receptor
C01CA27,Alpha-1B adrenergic receptor
C01CA27,Alpha-1D adrenergic receptor
C01CA27,Alpha-2A adrenergic receptor
C01CA27,Alpha-2B adrenergic receptor
C01CA27,Alpha-2C adrenergic receptor
C01CA27,Beta-1 adrenergic receptor
C01CA27,Beta-2 adrenergic receptor
C01CA27,Beta-3 adrenergic receptor
C01CA27,Phenylalanine-4-hydroxylase
L01DB10,DNA topoisomerase 2-alpha
L01DB10,DNA
L01XX07,Cystic fibrosis transmembrane conductance regulator
L01XX07,Hexokinase-1
G04BE11,"cGMP-specific 3',5'-cyclic phosphodiesterase"
C02KX03,Endothelin-1 receptor
C02KX03,Endothelin B receptor
B01AB11,Heparin cofactor 2
B01AB11,Antithrombin-III
L04AC07,Interleukin-6 receptor subunit alpha
A06AH02,Mu-type opioid receptor
A06AH02,Kappa-type opioid receptor
A06AH02,Delta-type opioid receptor
R06AE09,Histamine H1 receptor
N02BG08,Voltage-dependent N-type calcium channel subunit alpha-1B
N02BG08,Voltage-dependent P/Q-type calcium channel subunit alpha-1A
H05AA02,Parathyroid hormone/parathyroid hormone-related peptide receptor
L01XE09,Serine/threonine-protein kinase mTOR
N05AL05,Dopamine D2 receptor
N05AL05,Dopamine D3 receptor
N05AL05,5-hydroxytryptamine receptor 7
N05AL05,5-hydroxytryptamine receptor 2A
N05AL05,Mu-type opioid receptor
N05AL05,Delta-type opioid receptor
N05AL05,Kappa-type opioid receptor
G01AE10,NS3 protease
J05AP05,NS3 protease
A10BK01,Sodium/glucose cotransporter 2
A10BD15,Sodium/glucose cotransporter 2
A10BD21,Sodium/glucose cotransporter 2
A10BD25,Sodium/glucose cotransporter 2
L01XC23,SLAM family member 7
A10BD21,Dipeptidyl peptidase 4
A10BD25,Dipeptidyl peptidase 4
A10BH03,Dipeptidyl peptidase 4
A10BD10,Dipeptidyl peptidase 4
J01EA03,Dihydrofolate reductase
L01XC13,Receptor tyrosine-protein kinase erbB-2
L04AC04,Interleukin-1 beta
L04AC04,Interleukin-1 alpha
L04AC04,Interleukin-1 receptor antagonist protein
N07XX03,5-hydroxytryptamine receptor 1A
G03XC02,Estrogen receptor alpha
G03XC02,Estrogen receptor beta
G03CC07,Estrogen receptor alpha
G03CC07,Estrogen receptor beta
C02KX02,Endothelin-1 receptor
C02KX02,Endothelin B receptor
C02KX52,Endothelin-1 receptor
C02KX52,Endothelin B receptor
B06AC01,Complement C1r subcomponent
B06AC01,Complement C1s subcomponent
B06AC01,Plasma kallikrein
B06AC01,Coagulation factor XII
B06AC01,Prothrombin
B06AC01,Coagulation factor XI
B06AC01,Tissue-type plasminogen activator
H05BX03,Vitamin D3 receptor
A14AA05,Androgen receptor
A14AA05,Natriuretic peptides B
N06BA13,Sodium-dependent dopamine transporter
J05AG04,Gag-Pol polyprotein
J05AG04,Gag-Pol polyprotein
R05CA01,Lipoprotein lipase
B01AC25,P2Y purinoceptor 12
N05CX04,Gamma-aminobutyric acid receptor subunit alpha-1
N05CM02,Gamma-aminobutyric acid receptor subunit alpha-1
N06BC02,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
A06AX05,5-hydroxytryptamine receptor 4
L01XE11,Vascular endothelial growth factor receptor 1
L01XE11,Vascular endothelial growth factor receptor 2
L01XE11,Vascular endothelial growth factor receptor 3
L01XE11,Platelet-derived growth factor receptor alpha
L01XE11,Platelet-derived growth factor receptor beta
L01XE11,Mast/stem cell growth factor receptor Kit
L01XE11,Fibroblast growth factor receptor 3
L01XE11,Tyrosine-protein kinase ITK/TSK
L01XE11,Fibroblast growth factor 1
L01XE11,SH2B adapter protein 3
N06AX22,5-hydroxytryptamine receptor 2C
N06AX22,Melatonin receptor type 1A
N06AX22,Melatonin receptor type 1B
L01XE39,Protein kinase C alpha type
L01XE39,Vascular endothelial growth factor receptor 2
L01XE39,Mast/stem cell growth factor receptor Kit
L01XE39,Platelet-derived growth factor receptor alpha
L01XE39,Platelet-derived growth factor receptor beta
L01XE39,Receptor-type tyrosine-protein kinase FLT3
R03DX08,Interleukin-5
L01XX42,Histone deacetylase
B01AF02,Coagulation factor X
L01XC09,Epithelial cell adhesion molecule
L01XC09,Low affinity immunoglobulin gamma Fc region receptor II-a
L01XC09,Low affinity immunoglobulin gamma Fc region receptor III-A
L01XC09,Low affinity immunoglobulin gamma Fc region receptor III-B
L01XC09,T-cell surface glycoprotein CD3 epsilon chain
L01XC09,High affinity immunoglobulin gamma Fc receptor I
R03DX09,Interleukin-5
J05AH03,Neuraminidase
J05AH03,Neuraminidase
J05AH03,Neuraminidase
L01XE14,Breakpoint cluster region protein
L01XE14,Tyrosine-protein kinase ABL1
L01XE14,Tyrosine-protein kinase Lyn
L01XE14,Tyrosine-protein kinase HCK
L01XE14,Proto-oncogene tyrosine-protein kinase Src
L01XE14,Cyclin-dependent kinase 2
L01XE14,Dual specificity mitogen-activated protein kinase kinase 1
L01XE14,Dual specificity mitogen-activated protein kinase kinase 2
L01XE14,Mitogen-activated protein kinase kinase kinase 2
L01XE14,Calcium/calmodulin-dependent protein kinase type II subunit gamma
N02BG07,Alpha-2A adrenergic receptor
L01XE17,Vascular endothelial growth factor receptor 1
L01XE17,Vascular endothelial growth factor receptor 2
L01XE17,Vascular endothelial growth factor receptor 3
A04AD13,Cytochrome P450 3A4
A04AD13,Neurokinin 1 receptor
N07XX07,Potassium voltage-gated channel subfamily A member 1
N07XX07,Potassium voltage-gated channel subfamily A member 2
N07XX07,Potassium voltage-gated channel subfamily A member 3
N07XX07,Potassium voltage-gated channel subfamily A member 4
N07XX07,Potassium voltage-gated channel subfamily A member 5
N07XX07,Potassium voltage-gated channel subfamily A member 6
N07XX07,Potassium voltage-gated channel subfamily A member 7
N07XX07,Potassium voltage-gated channel subfamily A member 10
N07XX07,Potassium voltage-gated channel subfamily B member 1
N07XX07,Potassium voltage-gated channel subfamily B member 2
N07XX07,Potassium voltage-gated channel subfamily C member 1
N07XX07,Potassium voltage-gated channel subfamily C member 2
N07XX07,Potassium voltage-gated channel subfamily C member 3
N07XX07,Potassium voltage-gated channel subfamily D member 1
N07XX07,Potassium voltage-gated channel subfamily D member 2
N07XX07,Potassium voltage-gated channel subfamily D member 3
M05BX04,Tumor necrosis factor ligand superfamily member 11
L01XC10,B-lymphocyte antigen CD20
N04BD03,Amine oxidase [flavin-containing] B
A10AE56,Glucagon-like peptide 1 receptor
A10BJ02,Glucagon-like peptide 1 receptor
H01CB05,Somatostatin receptor type 1
H01CB05,Somatostatin receptor type 2
H01CB05,Somatostatin receptor type 3
H01CB05,Somatostatin receptor type 5
L04AB06,Tumor necrosis factor
L04AA28,T-lymphocyte activation antigen CD86
L04AA28,T-lymphocyte activation antigen CD80
N06AX24,Sodium-dependent serotonin transporter
N06AX24,5-hydroxytryptamine receptor 1A
L03AX17,Prostatic acid phosphatase
C05BB01,Calcium ions
C05BB01,Coagulation factor XII
D04AA02,Histamine H1 receptor
R06AC01,Histamine H1 receptor
B02AB01,Trypsin-1
B02AB01,Chymotrypsinogen B
B02AB01,Plasminogen
B02AB01,Kallikrein-1
R01AB06,Alpha-2A adrenergic receptor
R01AB06,Alpha-2B adrenergic receptor
R01AB06,Alpha-1A adrenergic receptor
R01AB06,Alpha-1B adrenergic receptor
R01AB06,Alpha-1D adrenergic receptor
R01AB06,Alpha-2C adrenergic receptor
R01AA07,Alpha-2A adrenergic receptor
R01AA07,Alpha-2B adrenergic receptor
R01AA07,Alpha-1A adrenergic receptor
R01AA07,Alpha-1B adrenergic receptor
R01AA07,Alpha-1D adrenergic receptor
R01AA07,Alpha-2C adrenergic receptor
S01GA53,Alpha-2A adrenergic receptor
S01GA53,Alpha-2B adrenergic receptor
S01GA53,Alpha-1A adrenergic receptor
S01GA53,Alpha-1B adrenergic receptor
S01GA53,Alpha-1D adrenergic receptor
S01GA53,Alpha-2C adrenergic receptor
S01GA03,Alpha-2A adrenergic receptor
S01GA03,Alpha-2B adrenergic receptor
S01GA03,Alpha-1A adrenergic receptor
S01GA03,Alpha-1B adrenergic receptor
S01GA03,Alpha-1D adrenergic receptor
S01GA03,Alpha-2C adrenergic receptor
B01AE07,Prothrombin
J01GB12,30S ribosomal protein S12
N07CA01,Histamine H1 receptor
N07CA01,Histamine H3 receptor
L02BX02,Gonadotropin-releasing hormone receptor
N06AX23,Sodium-dependent noradrenaline transporter
N06AX23,Sodium-dependent serotonin transporter
N06AX23,Sodium-dependent dopamine transporter
N06BA11,Sodium-dependent dopamine transporter
N06BA11,Sodium-dependent noradrenaline transporter
N06BA11,Sodium-dependent serotonin transporter
G04BD11,Muscarinic acetylcholine receptor M3
G04BD11,Muscarinic acetylcholine receptor M4
G04BD11,Muscarinic acetylcholine receptor M1
G04BD11,Muscarinic acetylcholine receptor M2
G04BD11,Muscarinic acetylcholine receptor M5
A03AX10,Alpha-1A adrenergic receptor
A03AX10,Synaptic vesicular amine transporter
V04CX03,Muscarinic acetylcholine receptor M3
V04CX03,Muscarinic acetylcholine receptor M2
V04CX03,Muscarinic acetylcholine receptor M1
V04CX03,Muscarinic acetylcholine receptor M4
V04CX03,Muscarinic acetylcholine receptor M5
G03BA02,Androgen receptor
G03BA02,Estrogen receptor alpha
G03EA01,Androgen receptor
G03EA01,Estrogen receptor alpha
G03EK01,Androgen receptor
G03EK01,Estrogen receptor alpha
R01AB02,Alpha-2A adrenergic receptor
R01AB02,Alpha-1A adrenergic receptor
S01GA01,Alpha-2A adrenergic receptor
S01GA01,Alpha-1A adrenergic receptor
S01GA51,Alpha-2A adrenergic receptor
S01GA51,Alpha-1A adrenergic receptor
R01AA08,Alpha-2A adrenergic receptor
R01AA08,Alpha-1A adrenergic receptor
C08CA10,Voltage-dependent L-type calcium channel subunit alpha-1C
C08CA10,Voltage-dependent calcium channel subunit alpha-2/delta-1
C08CA10,Voltage-dependent L-type calcium channel subunit beta-2
C08CA10,Voltage-dependent L-type calcium channel subunit alpha-1D
C08CA10,Voltage-dependent L-type calcium channel subunit alpha-1S
C08CA10,Voltage-dependent calcium channel subunit alpha-2/delta-3
G03AA13,Progesterone receptor
G03AA13,Serum albumin
G03AA13,Androgen receptor
S01XA04,Tyrosine
V03AB21,Tyrosine
R05CA02,Tyrosine
A14AA02,Androgen receptor
A14AA02,Glucocorticoid binding proteins
L02AE01,Lutropin-choriogonadotropic hormone receptor
L02AE01,Gonadotropin-releasing hormone receptor
A16AB10,Glucosylceramidase
M01AC05,Prostaglandin G/H synthase 1
M01AC05,Prostaglandin G/H synthase 2
S01AB05,Dihydropteroate synthase
J01ED08,Dihydropteroate synthase
G01AE10,Dihydropteroate synthase
G03AA10,Progesterone receptor
G03AB06,Progesterone receptor
M01AB16,Prostaglandin G/H synthase 2
M01AB16,Prostaglandin G/H synthase 1
M02AA25,Prostaglandin G/H synthase 2
M02AA25,Prostaglandin G/H synthase 1
N02AB01,Mu-type opioid receptor
N02AB01,Kappa-type opioid receptor
N02AB01,Delta-type opioid receptor
N02AB01,NMDA receptor
N02AG02,Mu-type opioid receptor
N02AG02,Kappa-type opioid receptor
N02AG02,Delta-type opioid receptor
N02AG02,NMDA receptor
R03DX06,Thromboxane A2 receptor
A03AD02,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
A03AD02,Voltage-dependent L-type calcium channel
M09AB01,Bone marrow proteoglycan
B01AB09,Antithrombin-III
A11CA02,Free radicals
D02BB01,Free radicals
A16AA06,Apoptosis regulator Bcl-2
A09AB02,Apoptosis regulator Bcl-2
S01AD08,30 kDa immediate-early protein 2
S01AD08,45 kDa immediate-early protein 2
S01GA02,Alpha-1 adrenergic receptors
S01GA02,Alpha-2 adrenergic receptors
S01GA52,Alpha-1 adrenergic receptors
S01GA52,Alpha-2 adrenergic receptors
R01AB03,Alpha-1 adrenergic receptors
R01AB03,Alpha-2 adrenergic receptors
R01AA06,Alpha-1 adrenergic receptors
R01AA06,Alpha-2 adrenergic receptors
S01GX11,Histamine H1 receptor
S01AE08,DNA topoisomerase 4 subunit A
S01AE08,DNA topoisomerase 4 subunit A
S01AE08,DNA gyrase subunit A
S01AE08,DNA gyrase subunit A
L01CD04,Tubulin alpha-4A chain
L01CD04,Tubulin beta-1 chain
H05BA03,Alpha-actinin-1
M02AB01,Transient receptor potential cation channel subfamily V member 1
M02AB01,Prohibitin-2
N01BX04,Transient receptor potential cation channel subfamily V member 1
N01BX04,Prohibitin-2
A16AA05,"Carbamoyl-phosphate synthase [ammonia], mitochondrial"
V03AG01,Calcium ions
A05AA01,Bile acid receptor
A05AA01,Nuclear receptor subfamily 1 group I member 2
A05AA01,G-protein coupled bile acid receptor 1
A05AA01,Aldo-keto reductase family 1 member C2
B01AB04,Antithrombin-III
B01AB04,Vascular endothelial growth factor A
B01AB04,Tissue factor pathway inhibitor
B01AB04,P-selectin
D07AC19,Glucocorticoid receptor
V03AB09,Arsenic
V03AB09,Cadmium
V03AB09,Mercury
V03AB09,Amyloid beta A4 protein
H01CC01,Gonadotropin-releasing hormone receptor
D07AD02,Smoothened homolog
A03AB10,Muscarinic acetylcholine receptor M1
A03AB10,Muscarinic acetylcholine receptor M2
A03AB10,Muscarinic acetylcholine receptor M3
A03AB10,Muscarinic acetylcholine receptor M4
L02AE05,Gonadotropin-releasing hormone receptor
H01CB03,Somatostatin receptor type 2
H01CB03,Somatostatin receptor type 5
V03AE03,Phosphate
G01AE10,Carbonic anhydrase 6
D06BA03,Carbonic anhydrase 6
A06AH01,Mu-type opioid receptor
A06AH01,Kappa-type opioid receptor
S01BC10,Prostaglandin G/H synthase 1
S01BC10,Prostaglandin G/H synthase 2
P02DA01,DNA
L03AX16,C-X-C chemokine receptor type 4
L01DC02,DNA
L01BA05,Dihydrofolate reductase
L01BA05,Thymidylate synthase
J05AR16,Integrase
J05AX08,Integrase
A16AX03,Aromatic-amino-acid aminotransferase
A16AX03,Thermolysin
J01ED04,Dihydropteroate synthase
G01AE10,Dihydropteroate synthase
B01AB10,Antithrombin-III
B01AB10,Integrin alpha-4
B01AB10,Stromal cell-derived factor 1
L02AE04,Gonadotropin-releasing hormone receptor
A05AX02,Arylsulfate sulfotransferase
M02AA08,Cathepsin L1
H03BX02,Erythropoietin receptor
C04AX32,cAMP-dependent protein kinase inhibitor alpha
C04AX32,cAMP-dependent protein kinase catalytic subunit alpha
C04AX32,Rho-associated protein kinase 1
C04AX32,Rho-associated protein kinase 2
N03AX03,Carbonic anhydrase 2
M01AH04,Prostaglandin G/H synthase 2
M01AH04,Lactotransferrin
L01XD06,Hemoglobin subunit alpha
L01XD06,Hemoglobin subunit beta
D08AE04,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
D08AE04,Enoyl-[acyl-carrier-protein] reductase [NADH]
D08AE04,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
D08AE04,Enoyl-[acyl-carrier-protein] reductase [NADH]
D08AE04,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI
D08AE04,Nuclear receptor subfamily 1 group I member 2
D08AE04,Androgen receptor
D08AE04,Nuclear receptor subfamily 1 group I member 3
D08AE04,Peroxisome proliferator-activated receptor gamma
D08AE04,Thyroid peroxidase
D09AA06,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
D09AA06,Enoyl-[acyl-carrier-protein] reductase [NADH]
D09AA06,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
D09AA06,Enoyl-[acyl-carrier-protein] reductase [NADH]
D09AA06,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI
D09AA06,Nuclear receptor subfamily 1 group I member 2
D09AA06,Androgen receptor
D09AA06,Nuclear receptor subfamily 1 group I member 3
D09AA06,Peroxisome proliferator-activated receptor gamma
D09AA06,Thyroid peroxidase
J01BA02,Dr hemagglutinin structural subunit
J01BA52,Dr hemagglutinin structural subunit
G01AX17,Gag-Pol polyprotein
J01CE04,Penicillin-binding protein 2a
J01CE04,Penicillin-binding protein 1b
J01CE04,Penicillin-binding protein 3
J01CE04,Penicillin-binding protein 1A
J01CE04,Penicillin-binding protein 2B
J01EE04,Dihydropteroate synthetase
J01EC03,Dihydropteroate synthetase
R06AX05,Histamine H1 receptor
R01AC04,Histamine H1 receptor
D04AA09,Histamine H1 receptor
R06AC53,Histamine H1 receptor
R06AC03,Histamine H1 receptor
R06AB03,Histamine H1 receptor
R06AB03,Muscarinic acetylcholine receptor M2
D04AA13,Histamine H1 receptor
D04AA13,Muscarinic acetylcholine receptor M2
R06AD09,Histamine H1 receptor
D04AA22,Histamine H1 receptor
A02BA06,Histamine H2 receptor
C07AA17,Beta-1 adrenergic receptor
C07AA17,Beta-2 adrenergic receptor
C07AA17,5-hydroxytryptamine receptor 1A
C07AA17,5-hydroxytryptamine receptor 1B
C07AA17,Beta-3 adrenergic receptor
C07CA17,Beta-1 adrenergic receptor
C07CA17,Beta-2 adrenergic receptor
C07CA17,5-hydroxytryptamine receptor 1A
C07CA17,5-hydroxytryptamine receptor 1B
C07CA17,Beta-3 adrenergic receptor
C07AA19,Beta-1 adrenergic receptor
C07AA19,Beta-2 adrenergic receptor
C07AA19,Beta-3 adrenergic receptor
A03FA08,5-hydroxytryptamine receptor 1A
A03FA08,5-hydroxytryptamine receptor 2A
A03FA08,5-hydroxytryptamine receptor 4
N05BA23,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
N05BA23,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
N05BA23,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
N05BA23,"cGMP-dependent 3',5'-cyclic phosphodiesterase"
B01AB06,Antithrombin-III
B01AB06,P-selectin
B01AB06,Proto-oncogene c-Fos
B01AB06,Myc proto-oncogene protein
B01AC18,Prostaglandin G/H synthase 1
B01AC18,Nuclear factor NF-kappa-B p105 subunit
B01AC18,"Nitric oxide synthase, inducible"
B01AC18,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
N05AE05,Dopamine D2 receptor
N05AE05,5-hydroxytryptamine receptor 2A
N05AE05,5-hydroxytryptamine receptor 7
N05AE05,5-hydroxytryptamine receptor 1A
N05AE05,Alpha-2C adrenergic receptor
N05AE05,Alpha-2A adrenergic receptor
B01AC24,P2Y purinoceptor 12
S01KA51,CD44 antigen
S01KA51,Intercellular adhesion molecule 1
S01KA51,Hyaluronan mediated motility receptor
S01KA51,Neurocan core protein
S01KA51,Versican core protein
S01KA51,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
S01KA51,Hyaluronan and proteoglycan link protein 1
S01KA51,Hyaluronan and proteoglycan link protein 3
S01KA51,Hyaluronan-binding protein 2
S01KA51,Layilin
S01KA51,Stabilin-2
S01KA51,Tumor necrosis factor-inducible gene 6 protein
S01KA51,Interphotoreceptor matrix proteoglycan 2
S01KA51,Intracellular hyaluronan-binding protein 4
S01KA51,Lymphatic vessel endothelial hyaluronic acid receptor 1
S01KA01,CD44 antigen
S01KA01,Intercellular adhesion molecule 1
S01KA01,Hyaluronan mediated motility receptor
S01KA01,Neurocan core protein
S01KA01,Versican core protein
S01KA01,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
S01KA01,Hyaluronan and proteoglycan link protein 1
S01KA01,Hyaluronan and proteoglycan link protein 3
S01KA01,Hyaluronan-binding protein 2
S01KA01,Layilin
S01KA01,Stabilin-2
S01KA01,Tumor necrosis factor-inducible gene 6 protein
S01KA01,Interphotoreceptor matrix proteoglycan 2
S01KA01,Intracellular hyaluronan-binding protein 4
S01KA01,Lymphatic vessel endothelial hyaluronic acid receptor 1
D03AX05,CD44 antigen
D03AX05,Intercellular adhesion molecule 1
D03AX05,Hyaluronan mediated motility receptor
D03AX05,Neurocan core protein
D03AX05,Versican core protein
D03AX05,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
D03AX05,Hyaluronan and proteoglycan link protein 1
D03AX05,Hyaluronan and proteoglycan link protein 3
D03AX05,Hyaluronan-binding protein 2
D03AX05,Layilin
D03AX05,Stabilin-2
D03AX05,Tumor necrosis factor-inducible gene 6 protein
D03AX05,Interphotoreceptor matrix proteoglycan 2
D03AX05,Intracellular hyaluronan-binding protein 4
D03AX05,Lymphatic vessel endothelial hyaluronic acid receptor 1
M09AX01,CD44 antigen
M09AX01,Intercellular adhesion molecule 1
M09AX01,Hyaluronan mediated motility receptor
M09AX01,Neurocan core protein
M09AX01,Versican core protein
M09AX01,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
M09AX01,Hyaluronan and proteoglycan link protein 1
M09AX01,Hyaluronan and proteoglycan link protein 3
M09AX01,Hyaluronan-binding protein 2
M09AX01,Layilin
M09AX01,Stabilin-2
M09AX01,Tumor necrosis factor-inducible gene 6 protein
M09AX01,Interphotoreceptor matrix proteoglycan 2
M09AX01,Intracellular hyaluronan-binding protein 4
M09AX01,Lymphatic vessel endothelial hyaluronic acid receptor 1
R01AX09,CD44 antigen
R01AX09,Intercellular adhesion molecule 1
R01AX09,Hyaluronan mediated motility receptor
R01AX09,Neurocan core protein
R01AX09,Versican core protein
R01AX09,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
R01AX09,Hyaluronan and proteoglycan link protein 1
R01AX09,Hyaluronan and proteoglycan link protein 3
R01AX09,Hyaluronan-binding protein 2
R01AX09,Layilin
R01AX09,Stabilin-2
R01AX09,Tumor necrosis factor-inducible gene 6 protein
R01AX09,Interphotoreceptor matrix proteoglycan 2
R01AX09,Intracellular hyaluronan-binding protein 4
R01AX09,Lymphatic vessel endothelial hyaluronic acid receptor 1
S01EE05,Prostaglandin F2-alpha receptor
R07AX31,Cystic fibrosis transmembrane conductance regulator
R07AX02,Cystic fibrosis transmembrane conductance regulator
R07AX30,Cystic fibrosis transmembrane conductance regulator
C09CA09,Type-1 angiotensin II receptor
C09DA09,Type-1 angiotensin II receptor
V03AC02,Iron
C10AX12,Microsomal triglyceride transfer protein large subunit
L01XX43,Smoothened homolog
R01AC05,Glutamate carboxypeptidase 2
S01GX03,Glutamate carboxypeptidase 2
C09AA14,Angiotensin-converting enzyme
C10AA08,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10AA08,Integrin alpha-L
V04CK02,Cholecystokinin receptor type A
V04CK02,RAF proto-oncogene serine/threonine-protein kinase
V04CK02,Mitogen-activated protein kinase 3
V04CK02,Pro-epidermal growth factor
V04CK02,Protein kinase C beta type
V04CK02,Gastrin/cholecystokinin type B receptor
J05AR19,Reverse transcriptase/RNaseH
J05AR19,Nuclear receptor subfamily 1 group I member 2
J05AR21,Reverse transcriptase/RNaseH
J05AR21,Nuclear receptor subfamily 1 group I member 2
J05AR08,Reverse transcriptase/RNaseH
J05AR08,Nuclear receptor subfamily 1 group I member 2
J05AG05,Reverse transcriptase/RNaseH
J05AG05,Nuclear receptor subfamily 1 group I member 2
L01XE16,ALK tyrosine kinase receptor
L01XE16,Hepatocyte growth factor receptor
G03AD02,Progesterone receptor
G03AD02,Glucocorticoid receptor
G03AD02,Androgen receptor
G03XB02,Progesterone receptor
G03XB02,Glucocorticoid receptor
G03XB02,Androgen receptor
L04AA27,Sphingosine 1-phosphate receptor 5
L04AA27,Histone deacetylase 1
L04AA27,Sphingosine 1-phosphate receptor 1
L04AA27,Sphingosine 1-phosphate receptor 4
L04AA27,Sphingosine 1-phosphate receptor 3
H01AC06,Growth hormone-releasing hormone receptor
L01XC12,Tumor necrosis factor receptor superfamily member 8
L01XX41,Apoptosis regulator Bcl-2
L01XX41,Tubulin beta-1 chain
J05AP03,NS3/4A protein
A07AA12,RNA polymerase sigma factor
L01XE26,Hepatocyte growth factor receptor
L01XE26,Vascular endothelial growth factor receptor 2
L01XE26,Proto-oncogene tyrosine-protein kinase receptor Ret
A16AB11,Glucocerebroside
L01XE18,Tyrosine-protein kinase JAK2
L01XE18,Tyrosine-protein kinase JAK1
L01XE18,Tyrosine-protein kinase JAK3
L01XE18,Non-receptor tyrosine-protein kinase TYK2
L04AA26,Tumor necrosis factor ligand superfamily member 13B
L04AA31,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
G01AE10,Serine/threonine-protein kinase B-raf
L01XE15,Serine/threonine-protein kinase B-raf
A10BH05,Dipeptidyl peptidase 4
A10BD19,Dipeptidyl peptidase 4
A10BD11,Dipeptidyl peptidase 4
N03AX22,Glutamate receptor 1
S01LA05,Vascular endothelial growth factor A
S01LA05,Placenta growth factor
S01LA05,Vascular endothelial growth factor B
L01XX44,Vascular endothelial growth factor A
L01XX44,Placenta growth factor
L01XX44,Vascular endothelial growth factor B
S01XA22,Fibronectin
S01XA22,Alpha-2-macroglobulin
S01XA22,Alpha-2-antiplasmin
L01XX45,Proteasome subunit beta type-5
L01XX45,Proteasome subunit beta type-8
L01XX45,Proteasome subunit beta type-1
L01XX45,Proteasome subunit beta type-9
L01XX45,Proteasome subunit beta type-2
L01XX45,Proteasome subunit beta type-10
A06AX04,Heat-stable enterotoxin receptor
G04BD12,Beta-3 adrenergic receptor
G04BD12,Beta-1 adrenergic receptor
B03XA04,Erythropoietin receptor
L04AA29,Tyrosine-protein kinase JAK1
