drugid,target
DB08182,Cyclin-dependent kinase 2
DB08182,Cyclin-A2
DB08184,Trypsin-1
DB08185,Elongation factor Tu
DB08185,30S ribosomal protein S12
DB08185,30S ribosomal protein S10
DB08185,30S ribosomal protein S11
DB08185,30S ribosomal protein S13
DB08185,30S ribosomal protein S14 type Z
DB08185,30S ribosomal protein S15
DB08185,30S ribosomal protein S16
DB08185,30S ribosomal protein S17
DB08185,30S ribosomal protein S18
DB08185,30S ribosomal protein S19
DB08185,30S ribosomal protein S20
DB08185,30S ribosomal protein S4
DB08185,30S ribosomal protein S5
DB08185,30S ribosomal protein S6
DB08185,30S ribosomal protein S7
DB08185,30S ribosomal protein S8
DB08185,30S ribosomal protein S9
DB08185,30S ribosomal protein Thx
DB08185,30S ribosomal protein S17
DB08185,30S ribosomal protein S20
DB08185,30S ribosomal protein S2
DB08185,30S ribosomal protein S3
DB08185,30S ribosomal protein S9
DB08185,30S ribosomal protein S19
DB08185,30S ribosomal protein S2
DB08185,30S ribosomal protein S3
DB08186,Histone acetyltransferase KAT2B
DB08187,Prothrombin
DB08188,Gag-Pol polyprotein
DB12488,Gag-Pol polyprotein
DB08190,Ribosyldihydronicotinamide dehydrogenase [quinone]
DB08191,Serine/threonine-protein kinase Sgk1
DB08192,Proto-oncogene tyrosine-protein kinase Src
DB08193,Penicillin G acylase
DB08194,Heat shock protein HSP 90-alpha
DB08195,Cathepsin S
DB08196,Streptavidin
DB08197,Heat shock protein HSP 90-alpha
DB08198,Kinesin-like protein KIF11
DB08199,Metallo-beta-lactamase L1
DB08200,Cholinesterase
DB08201,Cholinesterase
DB08202,Carbonic anhydrase 2
DB08203,"Dihydrofolate reductase, mitochondrial"
DB08204,Thymidylate synthase
DB08208,Dual specificity mitogen-activated protein kinase kinase 1
DB08209,FMN-dependent NADH-azoreductase 1
DB08210,Glucokinase
DB08211,Gag-Pol polyprotein
DB08212,Gag-Pol polyprotein
DB08213,Caspase-3
DB08214,"Nitric oxide synthase, inducible"
DB08215,Photosynthetic reaction center cytochrome c subunit
DB08215,Reaction center protein H chain
DB08215,Reaction center protein L chain
DB08215,Reaction center protein M chain
DB08215,Reaction center protein L chain
DB08215,Reaction center protein M chain
DB08215,Reaction center protein H chain
DB08216,Streptavidin
DB08217,Eukaryotic translation initiation factor 4E
DB08217,Uncharacterized protein
DB08217,Carcinoembryonic antigen-related cell adhesion molecule 5
DB08217,Afimbrial adhesin AFA-III
DB08218,Cyclin-A2
DB08218,Cyclin-dependent kinase 2
DB08219,Cyclin-A2
DB08219,Cyclin-dependent kinase 2
DB08220,Nuclear receptor coactivator 1
DB08220,Bile acid receptor
DB08221,Angiopoietin-1 receptor
DB08222,Colipase
DB08222,Pancreatic triacylglycerol lipase
DB08224,Liver carboxylesterase 1
DB08226,DNA-directed RNA polymerase subunit alpha
DB08226,DNA-directed RNA polymerase subunit beta
DB08226,DNA-directed RNA polymerase subunit beta'
DB08226,DNA-directed RNA polymerase subunit omega
DB08226,RNA polymerase sigma factor
DB08227,Maltose-binding periplasmic protein
DB08228,Ribosyldihydronicotinamide dehydrogenase [quinone]
DB08229,Caspase-3
DB08230,Serine/threonine-protein kinase pim-1
DB08231,Genome polyprotein
DB08231,Genome polyprotein
DB08231,Genome polyprotein
DB08231,Genome polyprotein
DB08231,cAMP-dependent protein kinase inhibitor alpha
DB08231,cAMP-dependent protein kinase catalytic subunit alpha
DB08231,Genome polyprotein
DB08231,Genome polyprotein
DB08231,Genome polyprotein
DB08231,Genome polyprotein
DB08231,Genome polyprotein
DB08231,Fatty acid metabolism regulator protein
DB08231,"Enoyl-CoA delta isomerase 2, mitochondrial"
DB08231,Recoverin
DB08231,Calmodulin
DB08231,Non-fluorescent flavoprotein
DB08231,Genome polyprotein
DB08231,Tyrosine-protein kinase ABL1
DB08231,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
DB08231,Genome polyprotein
DB08231,Hepatocyte nuclear factor 4-alpha
DB08231,Nuclear receptor coactivator 1
DB08231,Protein Nef
DB08231,Ferrichrome-iron receptor
DB08231,Peptidyl-prolyl cis-trans isomerase FKBP1A
DB08231,Calcineurin subunit B type 1
DB08231,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
DB08231,Alpha-pyrone synthesis polyketide synthase-like Pks18
DB08231,Gag-Pol polyprotein
DB08231,Trafficking protein particle complex subunit 3
DB08231,Insulin
DB08231,Genome polyprotein
DB08231,Polyprotein
DB08231,Ganglioside GM2 activator
DB08231,ADP-ribosylation factor 6
DB08231,Lymphocyte antigen 96
DB08231,Protein TonB
DB08231,Gag polyprotein
DB08231,Gag-Pol polyprotein
DB08231,ADP-ribosylation factor 1
DB08231,Guanylyl cyclase-activating protein 1
DB08231,R2-like ligand binding oxidase
DB08231,Poliovirus receptor
DB08231,Toll-like receptor 4
DB08231,Peroxisome proliferator-activated receptor alpha
DB08232,Coagulation factor VII
DB08232,Tissue factor
DB08233,Cyclin-A2
DB08233,Cyclin-dependent kinase 2
DB08234,Dihydrofolate reductase
DB08234,Dihydrofolate reductase
DB08234,Dihydrofolate reductase (dfrB)
DB08234,Dihydrofolate reductase
DB08235,Actin-related protein 2/3 complex subunit 1B
DB08235,Actin-related protein 2
DB08235,Actin-related protein 3
DB08235,Actin-related protein 2/3 complex subunit 2
DB08235,Actin-related protein 2/3 complex subunit 3
DB08235,Actin-related protein 2/3 complex subunit 4
DB08235,Actin-related protein 2/3 complex subunit 5
DB08236,Actin-related protein 2/3 complex subunit 1B
DB08236,Actin-related protein 2
DB08236,Actin-related protein 3
DB08236,Actin-related protein 2/3 complex subunit 2
DB08236,Actin-related protein 2/3 complex subunit 3
DB08236,Actin-related protein 2/3 complex subunit 4
DB08236,Actin-related protein 2/3 complex subunit 5
DB08237,DNA polymerase kappa
DB08238,Fibroblast growth factor 1
DB08239,Kinesin-like protein KIF11
DB08240,Fructose-bisphosphate aldolase A
DB08241,Cyclin-A2
DB08241,Cyclin-dependent kinase 2
DB08242,Mitogen-activated protein kinase 14
DB08244,Kinesin-like protein KIF11
DB08245,DNA polymerase
DB08246,Kinesin-like protein KIF11
DB08247,Cyclin-dependent kinase 2
DB08248,Cyclin-A2
DB08248,Cyclin-dependent kinase 2
DB08249,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
DB08249,Fatty acid oxidation complex subunit alpha
DB08249,3-ketoacyl-CoA thiolase
DB08249,Ferripyoverdine receptor
DB08250,Kinesin-like protein KIF11
DB08251,Caspase-3
DB08252,Streptavidin
DB08253,Pol polyprotein
DB08254,Prothrombin
DB08254,Trypsin-1
DB08255,O-GlcNAcase BT_4395
DB08256,Bifunctional epoxide hydrolase 2
DB08257,Bifunctional epoxide hydrolase 2
DB08258,Bifunctional epoxide hydrolase 2
DB08259,Bifunctional epoxide hydrolase 2
DB08260,Beta-glucosidase A
DB08261,Neocarzinostatin
DB08262,Hemoglobin subunit alpha
DB08262,Hemoglobin subunit beta
DB08263,Hypoxia-inducible factor 1-alpha inhibitor
DB08264,"Naphthalene 1,2-dioxygenase subunit alpha"
DB08264,"Naphthalene 1,2-dioxygenase subunit beta"
DB08265,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DB08266,DNA-directed RNA polymerase subunit alpha
DB08266,DNA-directed RNA polymerase subunit beta
DB08266,DNA-directed RNA polymerase subunit beta'
DB08266,DNA-directed RNA polymerase subunit omega
DB08266,RNA polymerase sigma factor
DB08267,Queuine tRNA-ribosyltransferase
DB08268,Queuine tRNA-ribosyltransferase
DB08270,Cathepsin K
DB08271,Stromelysin-2
DB08271,Macrophage metalloelastase
DB08271,Stromelysin-1
DB08271,Matrix metalloproteinase-20
DB08272,Glutamate racemase
DB08273,Ig heavy chain V-I region ND
DB08273,Ig lambda chain V region 4A
DB08274,Gag-Pol polyprotein
DB08275,Long-chain N-acyl amino acid synthase
DB08276,Myosin-14
DB08277,Corticosteroid 11-beta-dehydrogenase isozyme 1
DB08278,Genome polyprotein
DB08279,Genome polyprotein
DB08280,Corticosteroid 11-beta-dehydrogenase isozyme 1
DB08281,Gag-Pol polyprotein
DB08282,Gag-Pol polyprotein
DB08283,Glucosylceramidase
DB08284,Gag-Pol polyprotein
DB08285,Cyclin-dependent kinase 2
DB08285,Cyclin-A2
DB08286,Gag-Pol polyprotein
DB08286,Gag-Pol polyprotein
DB08287,Cathepsin K
DB08289,Ig kappa chain C region
DB08291,Histone acetyltransferase KAT2B
DB08292,Heat shock protein HSP 90-beta
DB08293,Heat shock protein HSP 90-beta
DB08294,Ig heavy chain V-I region ND
DB08294,Ig gamma-1 chain C region
DB08295,Ig heavy chain V-I region ND
DB08295,Ig lambda chain V region 4A
DB08296,Ig gamma-1 chain C region
DB08297,Lactose operon repressor
DB08299,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
DB08299,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB08299,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
DB08300,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"
DB08301,Carbonic anhydrase 2
DB08302,Peroxisome proliferator-activated receptor gamma
DB08303,Glutamate receptor 2
DB08304,Glutamate receptor 2
DB08305,Glutamate receptor 2
DB08306,Beta-lactamase
DB08307,4-hydroxyphenylpyruvate dioxygenase
DB08308,Steroid Delta-isomerase
DB08309,Cyclin-dependent kinase 2
DB08309,Cyclin-A2
DB08310,Peptide deformylase
DB08312,Cyclin-dependent kinase 2
DB08313,Hematopoietic prostaglandin D synthase
DB08314,Biotin carboxylase
DB08315,Biotin carboxylase
DB08316,Biotin carboxylase
DB08317,Biotin carboxylase
DB08318,Biotin carboxylase
DB08319,2'-hydroxybiphenyl-2-sulfinate desulfinase
DB08320,Estrogen receptor alpha
DB08320,Nuclear receptor coactivator 2
DB08321,Alpha-mannosidase 2
DB08322,"Glycogen phosphorylase, muscle form"
DB08323,Ig gamma-2 chain C region
DB08324,Transcriptional activator protein LasR
DB08325,Casein kinase I isoform gamma-1
DB08325,Tyrosine-protein kinase Mer
DB08326,Long-chain-fatty-acid--CoA ligase ACSBG1
DB08327,Penicillin G acylase
DB08328,Acetyl-CoA acetyltransferase
DB08329,Carbonic anhydrase 2
DB08330,"Cytochrome c1, heme protein, mitochondrial"
DB08330,Cytochrome b
DB08330,"Cytochrome b-c1 complex subunit 1, mitochondrial"
DB08330,"Cytochrome b-c1 complex subunit 2, mitochondrial"
DB08330,"Cytochrome b-c1 complex subunit 6, mitochondrial"
DB08330,Cytochrome b-c1 complex subunit 8
DB08330,"Cytochrome b-c1 complex subunit Rieske, mitochondrial"
DB08330,Cytochrome b-c1 complex subunit 10
DB08330,Cytochrome b-c1 complex subunit 7
DB08330,Cytochrome b-c1 complex subunit 9
DB08331,Gag-Pol polyprotein
DB08332,Ig gamma-1 chain C region
DB08333,Macrophage migration inhibitory factor
DB08334,Macrophage migration inhibitory factor
DB08335,Macrophage migration inhibitory factor
DB08336,Beta-lactamase
DB08337,Beta-lactamase
DB08338,Casein kinase II subunit alpha
DB08339,Tyrosine-protein kinase ABL1
DB08340,Casein kinase II subunit alpha
DB08341,Protein-tyrosine kinase 2-beta
DB08342,Trafficking protein particle complex subunit 6A
DB08342,Trafficking protein particle complex subunit 3
DB08342,Trafficking protein particle complex subunit 6B
DB08342,Trafficking protein particle complex subunit 5
DB08342,Trafficking protein particle complex subunit 4
DB08342,Trafficking protein particle complex subunit 1
DB08344,Bifunctional protein GlmU
DB08345,Casein kinase II subunit alpha
DB08346,Heat shock protein HSP 90-beta
DB08347,Beta-1 adrenergic receptor
DB08348,Exotoxin A
DB08348,Elongation factor 2
DB08348,Cholix toxin
DB08348,Poly [ADP-ribose] polymerase 3
DB08348,Poly [ADP-ribose] polymerase 15
DB08349,Mitogen-activated protein kinase 14
DB08350,Tyrosine-protein kinase ABL1
DB08351,Mitogen-activated protein kinase 14
DB08352,Mitogen-activated protein kinase 14
DB08353,Casein kinase II subunit alpha
DB08354,Casein kinase II subunit alpha
DB08355,Cyclin-A2
DB08355,Cyclin-dependent kinase 2
DB08356,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4, mitochondrial"
DB08357,Acetylcholinesterase
DB08357,Uncharacterized lipoprotein YbbD
DB08357,Phosphoenolpyruvate-protein phosphotransferase
DB08358,MAP kinase-activated protein kinase 2
DB08358,MAP kinase-activated protein kinase 3
DB08359,3-oxoacyl-[acyl-carrier-protein] synthase 1
DB08360,Casein kinase II subunit alpha
DB08361,Tyrosine-protein kinase SYK
DB08362,Casein kinase II subunit alpha
DB08363,Cellular tumor antigen p53
DB08364,CAI-1 autoinducer synthase
DB08365,Wee1-like protein kinase
DB08366,3-oxoacyl-[acyl-carrier-protein] synthase 2
DB08367,Rhomboid protease GlpG
DB08368,Carboxypeptidase A1
DB08369,Cytochrome P450 2B6
DB08370,Glutathione S-transferase P
DB08371,Tyrosine-protein phosphatase non-receptor type 1
DB08371,"Tyrosine--tRNA ligase, cytoplasmic"
DB08372,Gag-Pol polyprotein
DB08372,Gag-Pol polyprotein
DB08373,Uteroglobin
DB08374,Chymotrypsinogen B
DB08375,Penicillin-binding protein 1A
DB08375,Beta-lactamase Toho-1
DB08375,Beta-lactamase
EXPT00885,Penicillin-binding protein 1A
EXPT00885,Beta-lactamase Toho-1
EXPT00885,Beta-lactamase
DB04181,Penicillin-binding protein 1A
DB04181,Beta-lactamase Toho-1
DB04181,Beta-lactamase
DB08376,Phospholipase D
DB08377,Ig gamma-1 chain C region
DB08378,Myosin light chain 6B
DB08378,Myosin regulatory light chain 12A
DB08378,Myosin-7
DB08379,Gag-Pol polyprotein
DB08382,Dipeptidyl peptidase 4
DB12502,Dipeptidyl peptidase 4
DB08383,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
DB08384,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
DB08385,Fatty-acid amide hydrolase 1
DB08386,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
DB08387,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
DB08388,Collagenase 3
DB08389,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
DB08390,Genome polyprotein
DB08391,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
DB08392,Serine/threonine-protein kinase Chk1
DB08393,Serine/threonine-protein kinase Chk1
DB08394,Ig gamma-1 chain C region
DB08395,Mitogen-activated protein kinase 14
DB08396,Ig heavy chain V-III region CAM
DB08397,Tyrosine-protein phosphatase non-receptor type 1
DB08398,Estrogen receptor alpha
DB08398,Nuclear receptor coactivator 2
DB12735,Estrogen receptor alpha
DB12735,Nuclear receptor coactivator 2
DB08399,"ATP synthase subunit alpha, mitochondrial"
DB08399,"ATP synthase subunit beta, mitochondrial"
DB08399,"ATP synthase subunit gamma, mitochondrial"
DB08400,Fatty-acid amide hydrolase 1
DB08401,Penicillin-binding protein 1B
DB08402,Peroxisome proliferator-activated receptor gamma
DB08402,Nuclear receptor coactivator 2
DB08402,Retinoic acid receptor RXR-alpha
DB08403,Interstitial collagenase
DB08403,Neutrophil collagenase
DB08404,Acyl carrier protein
DB08405,Acyl carrier protein
DB08406,Dihydrofolate reductase
DB08407,3-oxoacyl-[acyl-carrier-protein] synthase 2
DB08408,Acetyl-CoA acetyltransferase
DB08409,Ig gamma-1 chain C region
DB08409,Ig gamma-2 chain C region
DB08410,Ig gamma-1 chain C region
DB08411,Ig gamma-1 chain C region
DB08412,Ig gamma-1 chain C region
DB08413,Ig kappa chain C region
DB08413,"Alkaline phosphatase, placental type"
DB08414,Gag-Pol polyprotein
DB08416,Carbonic anhydrase 2
DB08418,Carbonic anhydrase 2
DB08419,Lipase
DB08420,Trypsin-1
DB08421,Gag-Pol polyprotein
DB08422,Prothrombin
DB08423,Mitogen-activated protein kinase 14
DB08424,Mitogen-activated protein kinase 14
DB08426,Coagulation factor X
DB08427,Chorismate mutase AroH
DB08428,Gag-Pol polyprotein
DB08428,Gag-Pol polyprotein
DB08429,Dipeptidyl peptidase 4
DB08430,Lactase-like protein
DB08431,Type I polyketide synthase PikAIV
DB08432,DNA polymerase I
DB08433,Tyrosine-protein phosphatase YopH
DB08434,Tyrosine-protein kinase transforming protein Src
DB08435,Peroxisome proliferator-activated receptor gamma
DB08436,Heat shock protein HSP 90-alpha
DB08437,60S ribosomal protein L10-like
DB08437,60S ribosomal protein L13a
DB08437,60S ribosomal protein L23
DB08437,60S ribosomal protein L15
DB08437,60S ribosomal protein L19
DB08437,60S ribosomal protein L23a
DB08437,Probable ribosome biogenesis protein RLP24
DB08437,60S ribosomal protein L26-like 1
DB08437,60S ribosomal protein L8
DB08437,60S ribosomal protein L37
DB08437,60S ribosomal protein L3
DB08437,60S ribosomal protein L11
DB08437,Leucyl/phenylalanyl-tRNA--protein transferase
DB08438,Hyaluronate lyase
DB08439,Prostaglandin G/H synthase 2
DB08439,Lactotransferrin
DB08440,Soluble cytochrome b562
DB08441,Cyclin-dependent kinase 2
DB08442,Heat shock protein HSP 90-alpha
DB08443,Heat shock protein HSP 90-alpha
DB08444,Gag-Pol polyprotein
DB08445,Dipeptidyl peptidase 4
DB08446,Gag-Pol polyprotein
DB08447,Group IIE secretory phospholipase A2
DB08448,Dihydrofolate reductase
DB08449,Aldose reductase
DB08450,TGF-beta receptor type-1
DB08451,Methionine aminopeptidase
DB08453,"Cytochrome c1, heme protein, mitochondrial"
DB08453,Cytochrome b
DB08453,"Cytochrome b-c1 complex subunit 1, mitochondrial"
DB08453,"Cytochrome b-c1 complex subunit 2, mitochondrial"
DB08453,"Cytochrome b-c1 complex subunit 6, mitochondrial"
DB08453,Cytochrome b-c1 complex subunit 8
DB08453,"Cytochrome b-c1 complex subunit Rieske, mitochondrial"
DB08453,Cytochrome b-c1 complex subunit 10
DB08453,Cytochrome b-c1 complex subunit 7
DB08453,Cytochrome b-c1 complex subunit 9
DB08453,Cytochrome b6
DB08453,Apocytochrome f
DB08453,Cytochrome b6-f complex iron-sulfur subunit
DB08453,Cytochrome b6-f complex subunit 4
DB08453,Cytochrome b6-f complex subunit 5
DB08453,Cytochrome b6-f complex subunit 6
DB08453,Cytochrome b6-f complex subunit 7
DB08453,Cytochrome b6-f complex subunit 8
DB08454,Calcium/calmodulin-dependent protein kinase type 1D
DB08456,Lysozyme
DB08457,Gag-Pol polyprotein
DB08458,Squalene--hopene cyclase
DB08459,Gag-Pol polyprotein
DB08460,Gag-Pol polyprotein
DB08461,Androgen receptor
DB08462,Proto-oncogene tyrosine-protein kinase Src
DB08463,Cyclin-dependent kinase 2
DB08463,Cyclin-A2
DB08464,Heat shock protein HSP 90-beta
DB08464,Endoplasmin
DB08465,Heat shock protein HSP 90-beta
DB08465,Endoplasmin
DB08466,Leukotriene A-4 hydrolase
DB08469,HTH-type transcriptional regulator EthR
DB08470,HTH-type transcriptional regulator EthR
DB08471,HTH-type transcriptional regulator EthR
DB08472,Transporter
DB08473,Casein kinase II subunit alpha
DB08474,Gag-Pol polyprotein
DB08475,Lipase EstA
DB08476,Neutrophil collagenase
DB08478,Thymidylate synthase
DB08479,Thymidylate synthase
DB08480,Amine oxidase [flavin-containing] B
DB08481,Genome polyprotein
DB08482,Interstitial collagenase
DB08484,"Fructose-1,6-bisphosphatase 1"
DB08485,3-dehydroquinate dehydratase
DB08486,Hemoglobin subunit alpha
DB08486,Hemoglobin subunit beta
DB06459,Hemoglobin subunit alpha
DB06459,Hemoglobin subunit beta
DB08487,Coagulation factor X
DB08488,Coagulation factor X
DB08489,Matrilysin
DB08490,Collagenase 3
DB12372,Collagenase 3
DB08491,Interstitial collagenase
DB08492,Arachidonate 15-lipoxygenase
DB08493,Matrilysin
DB08494,Gag-Pol polyprotein
DB08495,Coagulation factor X
DB08497,Caspase-3
DB08498,Caspase-3
DB08499,Caspase-3
DB08500,"Glycogen phosphorylase, muscle form"
DB08501,Shiga-like toxin 1 subunit B
DB08502,Gag-Pol polyprotein
DB06456,Gag-Pol polyprotein
DB08503,"Glycogen phosphorylase, muscle form"
DB08504,Dipeptidyl peptidase 4
DB08505,Histone deacetylase-like amidohydrolase
DB08506,Aminopeptidase N
DB08507,Stromelysin-1
DB08508,Penicillin-binding protein 1b
DB08509,Genome polyprotein
DB08510,Ig gamma-2 chain C region
DB08511,Queuine tRNA-ribosyltransferase
DB08512,Queuine tRNA-ribosyltransferase
DB08513,Mitogen-activated protein kinase 1
DB08513,Insulin receptor
DB08513,Insulin receptor substrate 1
DB08514,Queuine tRNA-ribosyltransferase
DB08515,Proteasome subunit alpha type-1
DB08515,Proteasome subunit alpha type-2
DB08515,Proteasome subunit alpha type-3
DB08515,Proteasome subunit alpha type-4
DB08515,Proteasome subunit alpha type-5
DB08515,Proteasome subunit alpha type-6
DB08515,Proteasome subunit alpha type-7
DB08515,Proteasome subunit beta type-1
DB08515,Proteasome subunit beta type-2
DB08515,Proteasome subunit beta type-3
DB08515,Proteasome subunit beta type-4
DB08515,Proteasome subunit beta type-5
DB08515,Proteasome subunit beta type-6
DB08515,Proteasome subunit beta type-7
DB08516,Amine oxidase [flavin-containing] B
DB08517,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
DB08519,Vascular endothelial growth factor receptor 2
DB08520,Peptidyl-prolyl cis-trans isomerase FKBP1A
DB08521,Mitogen-activated protein kinase 14
DB08521,Mitogen-activated protein kinase 1
DB08522,Mitogen-activated protein kinase 14
DB08523,Peptide deformylase
DB08523,Peptide deformylase
DB08524,Peptide deformylase
DB08525,Peptide deformylase
DB08526,Pro-cathepsin H
DB08527,Cyclin-A2
DB08527,Cyclin-dependent kinase 2
DB08528,Gag-Pol polyprotein
DB08529,Geranylgeranyl pyrophosphate synthase
DB08530,Dipeptidyl peptidase 4
DB08531,Cyclin-dependent kinase 2
DB08532,Cyclin-dependent kinase 2
DB08533,Cyclin-dependent kinase 2
DB08534,Cyclin-dependent kinase 2
DB08535,Cyclin-dependent kinase 2
DB08536,Cyclin-dependent kinase 2
DB08537,Cyclin-dependent kinase 2
DB08538,Cyclin-dependent kinase 2
DB08539,Cyclin-dependent kinase 2
DB08540,Genome polyprotein
DB08541,ActII protein
DB08542,Iron-dependent extradiol dioxygenase
DB08543,Genome polyprotein
DB08544,Transporter
DB08545,Hepatitis B virus receptor binding protein
DB08546,Prothrombin
DB08547,Ig gamma-2 chain C region
DB08548,Lipase EstA
DB08549,Tyrosine-protein phosphatase non-receptor type 1
DB08550,Phenylethanolamine N-methyltransferase
DB08551,Beta-lactamase
DB08551,Beta-lactamase TEM
DB08551,Beta-lactamase
DB08552,Beta-lactamase
DB08553,Serine/threonine-protein kinase B-raf
DB08554,Putative ornithine carbamoyltransferase
DB08554,N-acetylornithine carbamoyltransferase
DB08555,Mitogen-activated protein kinase 10
DB08556,Genome polyprotein
DB08557,Heat shock protein HSP 90-alpha
DB08558,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
DB08558,Diacylglycerol acyltransferase/mycolyltransferase Ag85C
DB08558,Beta-1 adrenergic receptor
DB08558,Lactase-phlorizin hydrolase
DB08559,Penicillin G acylase
DB08560,Peroxisome proliferator-activated receptor gamma
DB08561,Collagenase 3
DB08562,Ig kappa chain C region
DB08562,Ig gamma-1 chain C region
DB08562,Ig kappa chain V-II region TEW
DB08564,Proto-oncogene tyrosine-protein kinase Src
DB08565,Chymotrypsinogen B
DB08566,Chymotrypsinogen B
DB08568,cAMP-dependent protein kinase catalytic subunit alpha
DB08568,cAMP-dependent protein kinase inhibitor alpha
DB08569,cAMP-dependent protein kinase catalytic subunit alpha
DB08569,cAMP-dependent protein kinase inhibitor alpha
DB08570,Neuraminidase
DB08570,Neuraminidase
DB08571,Neuraminidase
DB08572,Cyclin-A2
DB08572,Cyclin-dependent kinase 2
DB08573,Beta-lactamase
DB08574,Afadin
DB08575,Neprilysin
DB08576,Proline iminopeptidase
DB08577,Fibroblast growth factor receptor 1
DB08578,Genome polyprotein
DB08579,Genome polyprotein
DB08580,Genome polyprotein
DB08581,Genome polyprotein
DB08582,Genome polyprotein
DB08583,Tyrosine-protein kinase ABL1
DB08585,Actinorhodin polyketide synthase acyl carrier protein
DB08586,Actinorhodin polyketide synthase acyl carrier protein
DB08587,"Endo-1,4-beta-xylanase Y"
DB08588,Dipeptidyl peptidase 4
DB08589,"Endo-1,4-beta-xylanase Y"
DB08590,Interleukin-1 receptor-associated kinase 4
DB08591,Tyrosine-protein phosphatase non-receptor type 1
DB08593,Tyrosine-protein phosphatase non-receptor type 1
DB08594,Cathepsin K
DB08595,Estrogen receptor alpha
DB08595,Nuclear receptor coactivator 2
DB08596,Ribonuclease pancreatic
DB08597,Activin receptor type-1
DB08597,Peptidyl-prolyl cis-trans isomerase FKBP1A
DB08598,Gag-Pol polyprotein
DB08598,Gag-Pol polyprotein
DB08599,Macrophage metalloelastase
DB08600,Gag-Pol polyprotein
DB08601,Nuclear receptor coactivator 2
DB08601,Retinoic acid receptor RXR-alpha
DB08602,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A"
DB08603,Protease 1
DB08604,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DB08604,Enoyl-[acyl-carrier-protein] reductase [NADH]
DB08604,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DB08604,Enoyl-[acyl-carrier-protein] reductase [NADH]
DB08604,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI
DB08604,Nuclear receptor subfamily 1 group I member 2
DB08604,Androgen receptor
DB08604,Nuclear receptor subfamily 1 group I member 3
DB08604,Peroxisome proliferator-activated receptor gamma
DB08604,Thyroid peroxidase
DB08605,"2,4-dienoyl-CoA reductase, mitochondrial"
DB08605,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DB08606,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
DB08607,Cytochrome P450 2C8
DB08608,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2, mitochondrial"
DB08609,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2, mitochondrial"
DB08610,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2, mitochondrial"
DB08611,Cathepsin S
DB08612,Putative inactive carboxylesterase 4
DB08613,Histone deacetylase 4
DB08614,Chymotrypsin-like elastase family member 1
DB08615,Acetylcholinesterase
DB08617,"Tyrosine--tRNA ligase, cytoplasmic"
DB08618,Ig gamma-2 chain C region
DB08619,Neocarzinostatin
DB08620,CHRNA7-FAM7A fusion protein
DB08621,Dr hemagglutinin structural subunit
DB08622,Gag-Pol polyprotein
DB08623,Beta-lactamase
DB08624,Prothrombin
DB08624,Aryl hydrocarbon receptor
DB08626,Neprilysin
DB01654,Neprilysin
DB08627,3-oxoacyl-[acyl-carrier-protein] synthase 1
DB08628,3-oxoacyl-[acyl-carrier-protein] synthase 1
DB08629,"ATP synthase subunit alpha, mitochondrial"
DB08629,"ATP synthase subunit beta, mitochondrial"
DB08629,"ATP synthase subunit gamma, mitochondrial"
DB08631,Phenylethanolamine N-methyltransferase
DB08632,Hemoglobin subunit alpha
DB08632,Hemoglobin subunit beta
DB08633,Methionine aminopeptidase 2
DB12828,Methionine aminopeptidase 2
DB08634,Gag-Pol polyprotein
DB08635,Ig heavy chain V-III region CAM
DB08636,2-hydroxychromene-2-carboxylate isomerase
DB08637,2-hydroxychromene-2-carboxylate isomerase
DB08638,Catalase-peroxidase
DB08639,Gag-Pol polyprotein
DB11908,Gag-Pol polyprotein
DB08640,Chymotrypsin-like elastase family member 1
DB08641,Chymotrypsin-like elastase family member 1
DB08642,Dihydrofolate reductase
