atccode,name
M01AB16,Aceclofenac
M02AA25,Aceclofenac
N02AB01,Ketobemidone
N02AG02,Ketobemidone
R03DX06,Seratrodast
R03CC63,Ambroxol
R05CB06,Ambroxol
A03AD02,Drotaverine
M09AB01,Chymopapain
N05CM07,Triclofos
B01AB09,Danaparoid
A11CA02,Beta carotene
D02BB01,Beta carotene
A16AA06,Betaine
A09AB02,Betaine
S01AD08,Fomivirsen
A16AB06,Sacrosidase
C02DG01,Pinacidil
C02LX01,Pinacidil
S01GA02,Tetryzoline
S01GA52,Tetryzoline
R01AB03,Tetryzoline
R01AA06,Tetryzoline
S01GX11,Alcaftadine
G04BA01,Ammonium chloride
B05XA04,Ammonium chloride
L01AA09,Bendamustine
P03AX06,Benzyl alcohol
S01AE08,Besifloxacin
L01CD04,Cabazitaxel
H05BA03,Human calcitonin
M02AB01,Capsaicin
N01BX04,Capsaicin
A16AA05,Carglumic acid
V03AG01,Sodium cellulose phosphate
A05AA01,Chenodeoxycholic acid
V03AB20,Cupric sulfate
B01AB04,Dalteparin
D07AC19,Difluprednate
V03AB09,Dimercaprol
V03AB31,Prussian blue
H01CC01,Ganirelix
D07AD02,Halcinonide
A03AB10,Hexocyclium
L02AE05,Histrelin
H01CB03,Lanreotide
V03AE03,Lanthanum carbonate
S01GX05,Lodoxamide
G01AE10,Mafenide
D06BA03,Mafenide
V08CA05,Mangafodipir
N05BC04,Mebutamate
J01XX05,Methenamine
A06AH01,Methylnaltrexone
S01BC10,Nepafenac
P02DA01,Niclosamide
L03AX16,Plerixafor
L01DC02,Plicamycin
C05BB02,Polidocanol
G01AX11,Povidone-iodine
R02AA15,Povidone-iodine
D08AG02,Povidone-iodine
D09AA09,Povidone-iodine
S01AX18,Povidone-iodine
D11AC06,Povidone-iodine
L01BA05,Pralatrexate
D11AX12,Pyrithione
P02CX01,Pyrvinium
J05AR16,Raltegravir
J05AX08,Raltegravir
A16AX03,Phenylbutyric acid
D01AC09,Sulconazole
J01ED04,Sulfameter
G01AE10,Sulfameter
B01AB10,Tinzaparin
G04BX16,Tiopronin
A16AX12,Triethylenetetramine
L02AE04,Triptorelin
S01EE02,Unoprostone
A05AX02,Hymecromone
M01AX04,Azapropazone
M02AA08,Felbinac
H03BX02,Dibromotyrosine
C04AX32,Fasudil
N03AX03,Sulthiame
M01AH04,Parecoxib
L01XD06,Efaproxiral
D08AE04,Triclosan
D09AA06,Triclosan
J01BA02,Thiamphenicol
J01BA52,Thiamphenicol
G01AX17,Dapivirine
P01AC01,Diloxanide
B01AA08,Ethyl biscoumacetate
J01CE04,Azidocillin
R05DB11,Pipazethate
N02BA75,Salicylamide
N02BA55,Salicylamide
N02BA05,Salicylamide
J01EE04,Sulfamoxole
J01EC03,Sulfamoxole
R06AX05,Antazoline
R01AC04,Antazoline
D04AA09,Chloropyramine
R06AC53,Chloropyramine
R06AC03,Chloropyramine
R06AB03,Dimetindene
D04AA13,Dimetindene
R06AD09,Isothipendyl
D04AA22,Isothipendyl
R01AA13,Tymazoline
A02BA06,Roxatidine acetate
C07AA17,Bopindolol
C07CA17,Bopindolol
C07AA19,Bupranolol
A03FA08,Cinitapride
N05BA23,Tofisopam
B01AB06,Nadroparin
B01AC18,Triflusal
N05AE05,Lurasidone
B01AC24,Ticagrelor
S01KA51,Hyaluronic acid
S01KA01,Hyaluronic acid
D03AX05,Hyaluronic acid
M09AX01,Hyaluronic acid
R01AX09,Hyaluronic acid
S01EE05,Tafluprost
R07AX31,Ivacaftor
R07AX02,Ivacaftor
R07AX30,Ivacaftor
C09CA09,Azilsartan medoxomil
C09DA09,Azilsartan medoxomil
V09AB03,Ioflupane I-123
V03AC02,Deferiprone
C10AX12,Lomitapide
L01XX43,Vismodegib
R01AC05,Spaglumic acid
S01GX03,Spaglumic acid
C09AA14,Temocapril
A05AB01,N-methylnicotinamide
N06BX12,Acetylcarnitine
C10AA08,Pitavastatin
V04CK02,Cholecystokinin
J05AR19,Rilpivirine
J05AR21,Rilpivirine
J05AR08,Rilpivirine
J05AG05,Rilpivirine
L01XE16,Crizotinib
G03AD02,Ulipristal
G03XB02,Ulipristal
L04AA27,Fingolimod
H01AC06,Tesamorelin
L01XC12,Brentuximab vedotin
L01XX41,Eribulin
J05AP03,Boceprevir
A07AA12,Fidaxomicin
L01XE26,Cabozantinib
A16AB11,Taliglucerase alfa
L01XE18,Ruxolitinib
L04AA26,Belimumab
L04AA31,Teriflunomide
G01AE10,Vemurafenib
L01XE15,Vemurafenib
A10BH05,Linagliptin
A10BD19,Linagliptin
A10BD11,Linagliptin
N03AX22,Perampanel
V08CA10,Gadoxetic acid
S01LA05,Aflibercept
L01XX44,Aflibercept
S01XA22,Ocriplasmin
L01XX45,Carfilzomib
A06AX04,Linaclotide
G04BD12,Mirabegron
B03XA04,Peginesatide
L04AA29,Tofacitinib
L01XE21,Regorafenib
R03BB05,Aclidinium
R03AL05,Aclidinium
V03AF09,Glucarpidase
L02BB04,Enzalutamide
A16AX08,Teduglutide
L01XE24,Ponatinib
J06BB18,Raxibacumab
J04AK05,Bedaquiline
L04AB05,Certolizumab pegol
L02BG02,Formestane
R03AL08,Fluticasone furoate
R01AD12,Fluticasone furoate
R03AK10,Fluticasone furoate
R03BA09,Fluticasone furoate
A10BD16,Canagliflozin
A10BK02,Canagliflozin
L04AX07,Dimethyl fumarate
A16AX09,Glycerol phenylbutyrate
L04AX06,Pomalidomide
L01XE25,Trametinib
L01XE23,Dabrafenib
L01XE13,Afatinib
N06BX17,Adrafinil
P01AR01,Arsthinol
J05AX12,Dolutegravir
J05AR27,Dolutegravir
J05AR13,Dolutegravir
J05AR25,Dolutegravir
J05AR21,Dolutegravir
C02KX05,Riociguat
C02KX04,Macitentan
D01AC18,Luliconazole
J05AP08,Sofosbuvir
J05AP51,Sofosbuvir
J05AP55,Sofosbuvir
J05AP56,Sofosbuvir
L01XC15,Obinutuzumab
R06AE04,Chlorcyclizine
A02AD02,Magaldrate
A02AF01,Magaldrate
R05CB09,Letosteine
M01AA06,Kebuzone
C04AA01,Isoxsuprine
G01AF07,Isoconazole
G01AF20,Isoconazole
D01AC05,Isoconazole
R05DB04,Isoaminile
V08AC02,Iotroxic acid
V08AC06,Iopanoic acid
V08AB04,Iopamidol
V08AA03,Iodamide
C04AC03,Inositol nicotinate
C02CA02,Indoramin
M01AE10,Indoprofen
C04AX28,Ifenprodil
M01AE13,Ibuproxam
R03AC06,Hexoprenaline
R03CC05,Hexoprenaline
G01AX16,Hexetidine
A01AB12,Hexetidine
A10BB04,Glibornuride
N02BG03,Glafenine
G02AD03,Gemeprost
R02AB03,Fusafungine
N02CX05,Dimetotiazine
D07XB03,Fluprednidene
D07AB07,Fluprednidene
D07CB02,Fluprednidene
D07AC05,Fluocortolone
D07CC06,Fluocortolone
D07BC03,Fluocortolone
S01CA04,Fluocortolone
D07XC05,Fluocortolone
H02AB03,Fluocortolone
C05AA08,Fluocortolone
J01MB07,Flumequine
P02CA05,Flubendazole
N02BG04,Floctafenine
A03BB04,Fentonium
R03BX01,Fenspiride
R03DX03,Fenspiride
C08EA01,Fendiline
M01AE05,Fenbufen
C10AB09,Etofibrate
M02AA06,Etofenamate
C01CA51,Etilefrine
C01CA01,Etilefrine
N05BX03,Etifoxine
N01BB07,Etidocaine
N01BB57,Etidocaine
R07AB04,Etamivan
R05CB04,Eprazinone
M03BX09,Eperisone
J04AB06,Enviomycin
B01AC01,Ditazole
C05CA03,Diosmin
C05CA53,Diosmin
N06AA18,Dimetacrine
N04AA08,Dexetimide
R01AA02,Cyclopentamine
N05AA06,Cyamemazine
N03AA04,Barbexaclone
R05DB21,Cloperastine
R05DB03,Clobutinol
B02BX03,Batroxobin
D04AA34,Chlorphenoxamine
R06AA06,Chlorphenoxamine
R06AA56,Chlorphenoxamine
J01DB02,Cefaloridine
N01BB58,Articaine
N01BB08,Articaine
L01BC04,Carmofur
N03AX30,Beclamide
B02BX02,Carbazochrome
S01ED06,Befunolol
N05BB02,Captodiame
C03DA02,Canrenoic acid
N06AA15,Butriptyline
N05CD09,Brotizolam
A03FA04,Bromopride
R05CB02,Bromhexine
A06AB52,Bisacodyl
A06AB02,Bisacodyl
A06AG02,Bisacodyl
N05BD01,Benzoctamine
A10BX06,Benfluorex
C09XA54,Aliskiren
C09XA53,Aliskiren
C09DX02,Aliskiren
C09XA02,Aliskiren
C09XA52,Aliskiren
J05AP51,Ledipasvir
N07BA04,Cytisine
L04AC10,Secukinumab
B01AC26,Vorapaxar
P01CX04,Miltefosine
L04AA33,Vedolizumab
N05CM19,Suvorexant
L01XC17,Nivolumab
L04AC11,Siltuximab
L01XC18,Pembrolizumab
A10BD19,Empagliflozin
A10BD20,Empagliflozin
A10BK03,Empagliflozin
A16AX10,Eliglustat
D01AC19,Efinaconazole
D01AE24,Tavaborole
A10BJ04,Albiglutide
A10BJ05,Dulaglutide
A16AA07,Metreleptin
A06AH03,Naloxegol
A16AB12,Elosulfase alfa
L01XC19,Blinatumomab
L01XE27,Ibrutinib
L01XX47,Idelalisib
C10AD06,Acipimox
D01AE16,Amorolfine
G02CX01,Atosiban
N03AX24,Cannabidiol
J01DC12,Cefminox
L01XE28,Ceritinib
C10AB08,Ciprofibrate
J05AR09,Cobicistat
J05AR15,Cobicistat
J05AR14,Cobicistat
J05AR22,Cobicistat
J05AR18,Cobicistat
V03AX03,Cobicistat
G03GA09,Corifollitropin alfa
N06AX26,Vortioxetine
C01EB15,Trimetazidine
G03CX01,Tibolone
N05CH03,Tasimelteon
N01AX11,Sodium oxybate
N07XX04,Sodium oxybate
L01XE33,Palbociclib
L01XX46,Olaparib
B01AF03,Edoxaban
R03AL08,Umeclidinium
R03AL03,Umeclidinium
R03BB07,Umeclidinium
L01XC16,Dinutuximab
L01XE29,Lenvatinib
L01XE31,Nintedanib
R03AL06,Olodaterol
R03AC19,Olodaterol
N06BX13,Idebenone
R03AL08,Vilanterol
R03AK10,Vilanterol
R03AL03,Vilanterol
C01EB17,Ivabradine
C07FX05,Ivabradine
C07FX06,Ivabradine
A01AD02,Benzydamine
M01AX07,Benzydamine
M02AA05,Benzydamine
G02CC03,Benzydamine
R02AX03,Benzydamine
C05AD02,Tetracaine
N01BA03,Tetracaine
D04AB06,Tetracaine
N01BA53,Tetracaine
S01HA03,Tetracaine
A03AA05,Trimebutine
A03AX04,Pinaverium
R01AD57,Tixocortol
R01AD07,Tixocortol
A07EA05,Tixocortol
C04AD02,Xanthinol
D06AA02,Chlortetracycline
S01AA02,Chlortetracycline
J01AA03,Chlortetracycline
J01AA20,Chlortetracycline
A01AB21,Chlortetracycline
D07AC06,Difluocortolone
D07XC04,Difluocortolone
D07BC04,Difluocortolone
D10AE01,Benzoyl peroxide
D10AE51,Benzoyl peroxide
G02CB04,Quinagolide
H01AC02,Somatrem
H01CB01,Somatostatin
J05AR09,Elvitegravir
J05AX11,Elvitegravir
J05AR18,Elvitegravir
J05AP58,Daclatasvir
J05AP07,Daclatasvir
L03AA12,Ancestim
G04BX01,Magnesium hydroxide
A02AA04,Magnesium hydroxide
A16AB13,Asfotase alfa
B05AA07,Hydroxyethyl Starch
B03XA03,Methoxy polyethylene glycol-epoetin beta
R05CB05,Coenzyme M
V03AF01,Coenzyme M
V03AB08,Nitrous acid
R07AA01,Colfosceril palmitate
G01AC01,Diiodohydroxyquinoline
N07BB02,Calcium carbimide
N05CC05,Paraldehyde
N03AX17,Stiripentol
M02AB02,Zucapsaicin
M01CB04,Aurothioglucose
L03AB13,Peginterferon beta-1a
G03AB08,Dienogest
G03DB08,Dienogest
G03FA15,Dienogest
G03AA16,Dienogest
G03DB03,Medrogestone
G03FB07,Medrogestone
A12BA02,Potassium citrate
G03GA01,Chorionic Gonadotropin (Human)
N05AX16,Brexpiprazole
V08CA02,Gadoteric acid
V08AA04,Iothalamic acid
V08AB07,Ioversol
V08AB12,Ioxilan
V09DA04,Technetium Tc-99m mebrofenin
V09BA02,Technetium Tc-99m medronate
V09BA01,Technetium Tc-99m oxidronate
V03AN01,Oxygen
V04CC03,Sincalide
L01XX48,Sonidegib
A16AX13,Uridine triacetate
B03AB02,Iron sucrose
V03AE05,Iron sucrose
V09AX06,Florbetaben (18F)
V09AX05,Florbetapir (18F)
V09AX04,Flutemetamol (18F)
V03AN04,Nitrogen
B05XA03,Sodium chloride
B05CB01,Sodium chloride
A12CA01,Sodium chloride
B05CB02,Sodium citrate
V03AN03,Helium
V08AB05,Iopromide
V03AN02,Carbon dioxide
V09GA02,Technetium Tc-99m tetrofosmin
V09GA01,Technetium Tc-99m sestamibi
V09AA01,Technetium Tc-99m exametazime
V09DA01,Technetium Tc-99m disofenin
V09BA03,Technetium Tc-99m pyrophosphate
N05BA19,Etizolam
N06AA16,Dosulepin
J05AP09,Dasabuvir
J05AP52,Dasabuvir
N06AX09,Viloxazine
N06AB09,Etoperidone
S01GA06,Synephrine
S01GA56,Synephrine
C01CA08,Synephrine
C04AX10,Moxisylyte
G04BE06,Moxisylyte
C02CA03,Trimazosin
M04AX02,Pegloticase
R05DA08,Pholcodine
N06BX03,Piracetam
M01AE14,Dexibuprofen
M02AA27,Dexketoprofen
N02AJ14,Dexketoprofen
M01AE17,Dexketoprofen
M01AC04,Droxicam
M01AG02,Tolfenamic acid
A06AB09,Bisoxatin
C01DX16,Nicorandil
B02BB01,Fibrinogen human
N05AD03,Melperone
N05AX11,Zotepine
C08CA12,Barnidipine
B06AC04,Conestat alfa
C08CA15,Benidipine
C08CA14,Cilnidipine
C08CA09,Lacidipine
C08CA11,Manidipine
C09BB12,Manidipine
V03AB17,Methylene blue
V04CG05,Methylene blue
C02AC05,Moxonidine
C02LC05,Moxonidine
N06AG03,Toloxatone
N06AF06,Iproclozide
B05AA05,Dextran
L01BC03,Tegafur
L01BC53,Tegafur
B01AB12,Bemiparin
B01AB08,Reviparin
B01AB07,Parnaparin
V03AB37,Idarucizumab
A10AE54,Lixisenatide
A10BJ03,Lixisenatide
V09IA09,Technetium Tc-99m tilmanocept
M05BX03,Strontium ranelate
M05BX53,Strontium ranelate
A06AB08,Picosulfuric acid
A06AB58,Picosulfuric acid
C01EB09,Ubidecarenone
A03BB05,Cimetropium
A07DA06,Eluxadoline
R03DA11,Doxofylline
P01BE03,Artesunate
P01BF02,Artesunate
P01BF03,Artesunate
P01BF06,Artesunate
P01BF04,Artesunate
A02BD08,Bismuth subcitrate potassium
A02BX05,Bismuth subcitrate potassium
M01CB01,Sodium aurothiomalate
A07BA51,Activated charcoal
A07BA01,Activated charcoal
C09DA10,Fimasartan
C09CA10,Fimasartan
C09DB09,Fimasartan
C10BX16,Fimasartan
R07AX30,Lumacaftor
C01DX12,Molsidomine
C01DX11,Trapidil
C01DX09,Imolamine
M01AX22,Morniflumate
N05AD05,Pipamperone
A06AD15,Polyethylene glycol
A06AD65,Polyethylene glycol
N02BE05,Propacetamol
N06AX14,Tianeptine
A04AD14,Rolapitant
C09DX04,Sacubitril
V09FX03,Iodide I-131
V10XA01,Iodide I-131
J05AP53,Ombitasvir
J05AP52,Ombitasvir
J05AP53,Paritaprevir
J05AP52,Paritaprevir
A05BA03,Silibinin
J05AR19,Tenofovir alafenamide
J05AR20,Tenofovir alafenamide
J05AR17,Tenofovir alafenamide
J05AF13,Tenofovir alafenamide
J05AR22,Tenofovir alafenamide
J05AR18,Tenofovir alafenamide
A03DB04,Butylscopolamine
A03BB01,Butylscopolamine
M01AX25,Chondroitin sulfate
C10AX14,Alirocumab
C10AX13,Evolocumab
J01FA16,Solithromycin
B02BD11,Catridecacog
L04AA03,Antilymphocyte immunoglobulin (horse)
V08AB03,Ioxaglic acid
V09FX01,Technetium Tc-99m pertechnetate
V09EX03,Xenon-133
J01CR50,Carindacillin
J01CA05,Carindacillin
J01CR50,Procaine benzylpenicillin
J01CE09,Procaine benzylpenicillin
C05AX04,Zinc oxide
C05AX04,Zinc sulfate
A12CB01,Zinc sulfate
J01CG01,Sulbactam
A01AA51,Sodium fluoride
A01AA01,Sodium fluoride
A12CD01,Sodium fluoride
L01XE35,Osimertinib
L01XC24,Daratumumab
V08AC08,Iopodic acid
V08AC10,Iopodic acid
V03AN05,Medical air
C03BC01,Mersalyl
V08AC09,Tyropanoic acid
C05BB03,Invert sugar
D04AB07,Pramocaine
C05AD07,Pramocaine
V08AA02,Metrizoic acid
V08AA07,Acetrizoic acid
D03AX03,Dexpanthenol
S01XA12,Dexpanthenol
A11HA30,Dexpanthenol
C02AA03,Rauwolfia serpentina root
C02LA08,Rauwolfia serpentina root
V08AD03,Propyliodone
L02AA02,Polyestradiol phosphate
V10XX01,Sodium phosphate P 32
G03FA09,Norethynodrel
S01KX01,Chymotrypsin
B06AA04,Chymotrypsin
V09CX02,Iodohippurate sodium I-131
H02AB15,Meprednisone
G03FA10,Norgestrel
G03FB01,Norgestrel
G03AA06,Norgestrel
B05BA01,Amino acids
B05XA08,Sodium acetate
V09DB05,Technetium Tc-99m sulfur colloid
V09IX06,Fluoride ion F-18
V08AC07,Iocetamic acid
A12CC01,Magnesium chloride
B05XA11,Magnesium chloride
H03BC01,Potassium perchlorate
V09FX02,Iodide I-123
V04CJ02,Protirelin
V09AX01,Indium In-111 pentetate
V09EX01,Krypton Kr 81m
V09CX01,Iodohippurate sodium I-123
A06AG01,"Sodium phosphate, monobasic"
A06AD17,"Sodium phosphate, monobasic"
B05XA09,"Sodium phosphate, monobasic"
A10AD02,Insulin beef
A10AC02,Insulin beef
A10AE02,Insulin beef
A10AB02,Insulin beef
A06AX01,Glycerin
A06AG04,Glycerin
A06AD13,Sodium sulfate
A12CA02,Sodium sulfate
V09AB01,Iofetamine I-123
A02AA01,Magnesium carbonate
V03AE04,Magnesium carbonate
A06AD01,Magnesium carbonate
B05XA15,Potassium lactate
A12CD02,Sodium fluorophosphate
A01AA02,Sodium fluorophosphate
V08AB06,Iotrolan
R06AX18,Acrivastine
D02BA02,Octinoxate
V10BX01,Strontium chloride Sr-89
V08CA07,Ferric ammonium citrate
V09IX04,Fludeoxyglucose (18F)
V08CB01,Ferumoxsil
V04CX05,Urea C-13
D11AX06,Mequinol
D11AX11,Hydroquinone
V04CK01,Secretin human
B06AA02,Desoxyribonuclease
B06AA10,Desoxyribonuclease
L01XC22,Necitumumab
B05XA14,Sodium glycerophosphate
A10AD06,Insulin degludec
A10AE56,Insulin degludec
A10AE06,Insulin degludec
L01XX50,Ixazomib
J06AA06,"Rabies virus inactivated antigen, B"
J07BH01,Rotavirus vaccine
J06AA06,"Rabies virus inactivated antigen, A"
J07BD53,Rubella virus vaccine
J07BD54,Rubella virus vaccine
J07BD52,Rubella virus vaccine
J07BJ01,Rubella virus vaccine
J07BJ51,Rubella virus vaccine
J07BD51,Rubella virus vaccine
V01AA03,Dermatophagoides farinae
V01AA03,Dermatophagoides pteronyssinus
A06AC03,Karaya gum
A06AC53,Karaya gum
J07AM51,Clostridium tetani toxoid antigen (formaldehyde inactivated)
J07AM01,Clostridium tetani toxoid antigen (formaldehyde inactivated)
J07AM52,Clostridium tetani toxoid antigen (formaldehyde inactivated)
J07AF01,Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated)
J07AP03,Typhoid Vi polysaccharide vaccine
J07BL01,Yellow fever vaccine
A07FA02,Yeast
A06AA01,Mineral oil
A06AA51,Mineral oil
A12CE01,Selenic acid
G04BX12,Phenyl salicylate
D08AJ03,Cetylpyridinium
B05CA01,Cetylpyridinium
R02AA06,Cetylpyridinium
D09AA07,Cetylpyridinium
P03AX05,Dimethicone
S01KA02,Hypromellose
D08AL01,Silver nitrate
D10AX01,Aluminum chloride
D10AX02,Resorcinol
S01AX06,Resorcinol
D08AX01,Hydrogen peroxide
S02AA06,Hydrogen peroxide
D11AX25,Hydrogen peroxide
A01AB02,Hydrogen peroxide
A01AA04,Stannous fluoride
A12AA13,Calcium citrate
A11GB01,Calcium citrate
B01AE01,Desirudin
A12BA04,Potassium bicarbonate
R02AA16,Benzalkonium
D08AJ01,Benzalkonium
D09AA11,Benzalkonium
B05CB03,Magnesium citrate
A12CC04,Magnesium citrate
A06AD19,Magnesium citrate
A06AB05,Castor oil
D01AE04,Undecylenic acid
D01AE54,Undecylenic acid
D08AE05,Chloroxylenol
D08AX07,Hypochlorite
D08AJ58,Benzethonium
R02AA09,Benzethonium
D08AJ08,Benzethonium
A12AA03,Calcium gluconate
D11AX03,Calcium gluconate
A12CE02,Selenious acid
A07DA02,Opium
N02AA02,Opium
R02AA14,Oxyquinoline
A01AB07,Oxyquinoline
D08AH03,Oxyquinoline
G01AC30,Oxyquinoline
V08BA01,Barium sulfate
V08BA02,Barium sulfate
P02CC01,Pyrantel
D05AC01,Anthralin
D05AC51,Anthralin
A07BC01,Pectin
S01FA05,Homatropine
S01JA02,Rose bengal
R05DB05,Pentoxyverine
A11HA32,Pantethine
B03BA04,Cobamamide
B03AB09,Iron protein succinylate
A06AC06,Methylcellulose
D04AA01,Thonzylamine
R06AC06,Thonzylamine
R01AC06,Thonzylamine
B06AA07,Trypsin
D03BA01,Trypsin
M09AB52,Trypsin
B05AA06,Gelatin
C05AX04,Zinc gluconate
A12CB02,Zinc gluconate
A11HA03,Tocopherol
R02AA12,Hexylresorcinol
P03BX01,Diethyltoluamide
B02BC06,Thrombin
B02BD30,Thrombin
B01AD12,Protein C
A03CB01,Methscopolamine
S01FA03,Methscopolamine
A03BB03,Methscopolamine
S02AA03,Boric acid
D10AX04,Aluminum oxide
A12AA01,Calcium Phosphate
A11GB01,Calcium Phosphate
B01AC27,Selexipag
L01XE36,Alectinib
L03AX05,Pidotimod
A06AB56,Sennosides
A06AB06,Sennosides
L03AX02,Roquinimex
J01DB11,Cefroxadine
D01AE06,Chlorophetanol
N01AX05,Alfaxalone
A04AD54,Chlorobutanol
A04AD04,Chlorobutanol
N01AB02,Chloroform
P02DX02,Dichlorophen
P02CA06,Fenbendazole
P02CX03,Moxidectin
J01RA08,Oleandomycin
J01FA05,Oleandomycin
P02BB01,Metrifonate
D06AX10,Virginiamycin
V03AB02,Nalorphine
S01AA15,Dihydrostreptomycin
L01XE22,Masitinib
M04AB05,Lesinurad
D08AA02,Aminacrine
A16AB14,Sebelipase alfa
L04AC13,Ixekizumab
D09AA08,Aluminum chlorohydrate
M05BX02,Aluminum chlorohydrate
J05AP54,Elbasvir
J05AP10,Elbasvir
J05AP11,Grazoprevir
J05AP54,Grazoprevir
V08CB03,Ferric oxide
V04CH02,Indigotindisulfonic acid
L04AA43,Ravulizumab
L01XX52,Venetoclax
M03BX05,Thiocolchicoside
M03BX55,Thiocolchicoside
N06BX15,Pipradrol
J05AP06,Asunaprevir
J05AP58,Asunaprevir
V04CX08,Carbon monoxide
D08AK06,Thimerosal
R06AX29,Bilastine
A01AB06,Domiphen
L01XC32,Atezolizumab
V03AF10,Levoleucovorin
V03AF04,Levoleucovorin
J06BB01,Human Rho(D) immune globulin
B01AB02,Antithrombin III human
J06BB02,"Tetanus immune globulin, human"
B02BD14,Susoctocog alfa
R05DA06,Normethadone
S01XA25,Lifitegrast
J05AP55,Velpatasvir
J05AP56,Velpatasvir
R06AX28,Rupatadine
L01DB08,Pirarubicin
L01DB04,Aclarubicin
L01DB05,Zorubicin
G03XA02,Gestrinone
V08DA03,Perflenapent
L03AX11,Tasonermin
J07CA08,Hepatitis B Vaccine (Recombinant)
L01XD05,Temoporfin
M05BC02,Eptotermin alfa
N04BX04,Opicapone
J02AC05,Isavuconazole
V03AE06,Colestilan chloride
A11HA08,Tocofersolan
G03AA14,Nomegestrol
G03FB12,Nomegestrol
G03DB04,Nomegestrol
J04AK06,Delamanid
P01BF05,Artenimol
P01BE05,Artenimol
M05BC01,Dibotermin alfa
N07XX05,Amifampridine
L01CA05,Vinflunine
N07XX11,Pitolisant
N07XX08,Tafamidis
A02BX14,Rebamipide
S01EE06,Latanoprostene bunod
A03FA09,Mosapride
L01AB02,Treosulfan
A06AH05,Naldemedine
L04AD03,Voclosporin
A07XA04,Racecadotril
A10BK05,Ipragliflozin
A04AA03,Tropisetron
J05AX26,Amenamevir
L01XE51,Acalabrutinib
V08AB10,Iomeprol
R07AX31,Tezacaftor
L01XC28,Durvalumab
L01XX58,Epacadostat
L01XE46,Encorafenib
L01XE42,Ribociclib
V08DA02,Galactose
V04CE01,Galactose
L01XE48,Icotinib
C02AC06,Rilmenidine
A02BD14,Vonoprazan
A02BD15,Vonoprazan
A02BC08,Vonoprazan
R06AX22,Ebastine
A11DA03,Benfotiamine
D07AD01,Clobetasol
D07CD01,Clobetasol
S01AA16,Rifamycin
S02AA12,Rifamycin
D06AX15,Rifamycin
A07AA13,Rifamycin
J04AB03,Rifamycin
L01XX60,Talazoparib
L04AC14,Sarilumab
C07AB13,Talinolol
J01MA18,Pazufloxacin
L04AC12,Brodalumab
C09AA16,Imidapril
L01XX54,Niraparib
M09AX05,Aceneuramic acid
J05AR20,Bictegravir
L01XE34,Tivozanib
L04AC15,Sirukumab
J05AP04,Faldaprevir
L04AA37,Baricitinib
P01CC01,Nifurtimox
N06AX27,Esketamine
N01AX14,Esketamine
A10BD23,Ertugliflozin
A10BK04,Ertugliflozin
A10BD24,Ertugliflozin
L01XE45,Neratinib
L04AC16,Guselkumab
V09IB01,Indium In-111 pentetreotide
H02CA02,Osilodrostat
L01XX64,Entinostat
C01CX09,Angiotensin II
R03BB08,Revefenacin
M05BX06,Romosozumab
B05XB02,Alanyl glutamine
J01MA17,Prulifloxacin
L02BB05,Apalutamide
L01XE37,Rociletinib
N07XX13,Valbenazine
H02AB13,Deflazacort
J01DC14,Flomoxef
C10AX15,Bempedoic acid
L01XX66,Selinexor
J01MA23,Delafloxacin
L01XC31,Avelumab
L01XE47,Dacomitinib
L01XE41,Binimetinib
L01XX63,Glasdegib
H01CC03,Elagolix
L01XE56,Entrectinib
L04AA36,Ocrelizumab
P01CA02,Benznidazole
M01AX21,Diacerein
B02BX08,Avatrombopag
L03AX09,Thymopentin
L01XX53,Vosaroxin
L01XE50,Abemaciclib
B02BX09,Fostamatinib
L01XX65,Alpelisib
J05AX24,Tecovirimat
R03DX10,Benralizumab
J05AP56,Voxilaprevir
J01AA14,Sarecycline
J01AA20,Sarecycline
B02AB05,Ulinastatin
J05AX18,Letermovir
A02BX77,Gefarnate
A02BX07,Gefarnate
S01LA02,Anecortave
R03BB02,Oxitropium
J01DH52,Vaborbactam
C04AX27,Cinepazide
J01CR50,Sultamicillin
J01CR04,Sultamicillin
L01XE44,Lorlatinib
N06BX18,Vinpocetine
L01XE54,Gilteritinib
N06BX06,Citicoline
D11AH05,Dupilumab
M01CC02,Bucillamine
P01AB06,Nimorazole
N06AX19,Gepirone
J01DI03,Faropenem
C07AB14,Landiolol
D05BA03,Bergapten
C03DA03,Canrenone
J05AP58,Beclabuvir
N07XX14,Edaravone
P02BX04,Triclabendazole
R03CC11,Tulobuterol
R03AC11,Tulobuterol
A03AD30,Moxaverine
P01CA03,Fexinidazole
L01XE43,Brigatinib
D08AC05,Polihexanide
G04BD06,Propiverine
B03XA06,Luspatercept
N02BG06,Nefopam
J05AR24,Doravirine
J05AG06,Doravirine
C01CA14,Dopexamine
M04AB03,Benzbromarone
J01AA13,Eravacycline
J01AA20,Eravacycline
L01XX55,Rucaparib
N03AX19,Carisbamate
J01CR50,Temocillin
J01CA17,Temocillin
B01AF04,Betrixaban
A16AB18,Vestronidase alfa
L04AA42,Siponimod
A16AB15,Velmanase alfa
M01AH07,Polmacoxib
N05AD06,Bromperidol
N05CD14,Remimazolam
V08AB11,Iobitridol
A10BH06,Gemigliptin
A10BH52,Gemigliptin
A10BD18,Gemigliptin
D10AF05,Nadifloxacin
J01AA15,Omadacycline
J01AA20,Omadacycline
L01XX68,Belotecan
C02KD01,Ketanserin
